parent_address	parent_name	address	name	retail_bytes	recovery_status	source	notes
009da9f0	CRenderManager2D::Render2DDrawList	009a0cf0	CRenderManagerCore::AttachTextureToStage	79	MATCH	rebuild/src/compiled/00/9a/CRenderManagerCore_AttachTextureToStage_009a0cf0.cpp	Bind changed device textures, cache each stage, and maintain the active-stage high-water count.
009da9f0	CRenderManager2D::Render2DDrawList	009df060	CStateBlockFunctionSold::Apply	1736	DIFFER	rebuild/src/compiled/00/9d/CStateBlockFunctionSold_Apply_009df060.cpp	Behavior-gated all 17 tracked-state transitions, capture snapshots, dirty queuing, and cached/prequeued paths; exact-length VC7.1 body has a 24-byte repeated register-allocation residue.
009da9f0	CRenderManager2D::Render2DDrawList	009e1440	Render2DDrawList::CopyBlock	79	MATCH	rebuild/src/compiled/00/9e/Render2DDrawList_CopyBlock_009e1440.cpp	Copy the remaining 32-byte POD entries through advancing iterators, update the controller end pointer, and return the destination.
009da9f0	CRenderManager2D::Render2DDrawList	009e15e0	std::vector<CQuickDrawTriInfo>::erase	99	DIFFER	rebuild/src/compiled/00/9e/CQuickDrawTriInfoVector_Erase_009e15e0.cpp	Ego PDB identity and behavior-gated middle/empty/tail erasure; exact-size body retains an EBX/EBP allocation residue.
009da9f0	CRenderManager2D::Render2DDrawList	009f9f70	CTexture::Uninitialise	34	MATCH	rebuild/src/compiled/00/9f/CTexture_Uninitialise_009f9f70.cpp	Texture ownership release.
009da9f0	CRenderManager2D::Render2DDrawList	009fa1c0	CTexture::operator=	98	MATCH	rebuild/src/compiled/00/9f/CTexture_Assignment_009fa1c0.cpp	Release and adopt the counted texture while copying packed ownership metadata.
009da9f0	CRenderManager2D::Render2DDrawList	009fa230	CTexture::InitialiseFromPreallocatedTexture	74	RELOCATION_MATCH	rebuild/src/compiled/00/9f/CTexture_InitialiseFromPreallocatedTexture_009fa230.cpp	Wrap a device texture and update ownership flags.
009da9f0	CRenderManager2D::Render2DDrawList	00a05840	CRenderStateManager::RestoreCaptureBlock	121	MATCH	rebuild/src/compiled/00/a0/CRenderStateManager_RestoreCaptureBlock_00a05840.cpp	Captured-state restoration.
009da9f0	CRenderManager2D::Render2DDrawList	00a058c0	CRenderStateManager::RealiseRenderState	167	MATCH	rebuild/src/compiled/00/a0/CRenderStateManager_RealiseRenderState_00a058c0.cpp	Dispatch queued render, texture-stage, and sampler changes to the device.
009da9f0	CRenderManager2D::Render2DDrawList	00a0aa80	NInventory::CTCInventoryBase::SetViewport(C2DBoxF)	11	RELOCATION_MATCH	rebuild/src/compiled/00/a0/CTCInventoryBase_SetViewportBoxF_00a0aa80.cpp	EgoCore and adjacent overloads reject the generated template label.
