"id","x","y","level_name","level_script_name","uid","is_sea","loaded_on_proximity"
"24","3680","6016","FinalAlbion\PrisonSecretPassage.lev","PrisonSecretPassage","52381","FALSE","TRUE"
"25","4000","6176","FinalAlbion\PrisonCells_2.lev","PrisonCells_2","349960","FALSE","TRUE"
"26","2208","3200","FinalAlbion\KnotholeGlade.lev","KnotholeGlade","580755","FALSE","TRUE"
"27","2272","4000","FinalAlbion\Arena.lev","Arena","595158","FALSE","TRUE"
"28","1760","3328","FinalAlbion\Witchwood.lev","Witchwood","2653014","FALSE","TRUE"
"29","1760","3392","FinalAlbion\Witchwood_2.lev","Witchwood_2","3179042","FALSE","TRUE"
"30","2272","3872","FinalAlbion\ArenaCells.lev","ArenaCells","385213","FALSE","TRUE"
"31","768","4096","FinalAlbion\HookCoast.lev","HookCoast","840080","FALSE","TRUE"
"32","3104","4832","FinalAlbion\GraveyardEntrance.lev","Graveyard","637616","FALSE","TRUE"
"33","2784","4320","FinalAlbion\HeroDualAreaCave.lev","HeroDualAreaCave","302600","FALSE","TRUE"
"34","3168","2432","FinalAlbion\DarkwoodChapel.lev","DarkwoodChapel","159535","FALSE","TRUE"
"35","3104","2560","FinalAlbion\Darkwood_3.lev","Darkwood_3","2547004","FALSE","TRUE"
"36","3040","2560","FinalAlbion\Darkwood_4.lev","Darkwood_4","2059176","FALSE","TRUE"
"37","2912","2528","FinalAlbion\Darkwood_5.lev","Darkwood_5","3669211","FALSE","TRUE"
"38","2912","2464","FinalAlbion\Darkwood_6.lev","Darkwood_6","524785","FALSE","TRUE"
"39","3040","2432","FinalAlbion\Darkwood_7.lev","Darkwood_7","3147479","FALSE","TRUE"
"40","2912","2336","FinalAlbion\Darkwood_8.lev","Darkwood_8","3673100","FALSE","TRUE"
"41","2848","2336","FinalAlbion\Darkwood_9.lev","Darkwood_9","3743371","FALSE","TRUE"
"42","2688","2368","FinalAlbion\Darkwood_10.lev","Darkwood_10","2702255","FALSE","TRUE"
"43","2688","2304","FinalAlbion\Darkwood_11.lev","Darkwood_11","3227800","FALSE","TRUE"
"44","2592","2112","FinalAlbion\BarrowFields.lev","BarrowFields","2661001","FALSE","TRUE"
"45","1920","3424","FinalAlbion\Witchwood_3.lev","Witchwood_3","65661","FALSE","TRUE"
"46","1952","3488","FinalAlbion\Witchwood_4.lev","Witchwood_4","2688540","FALSE","TRUE"
"47","2016","3360","FinalAlbion\Witchwood_5.lev","Witchwood_5","1116999","FALSE","TRUE"
"48","2144","3360","FinalAlbion\Witchwood_6.lev","Witchwood_6","2691167","FALSE","TRUE"
"49","2208","3328","FinalAlbion\Witchwood_7.lev","Witchwood_7","595313","FALSE","TRUE"
"50","4640","4256","FinalAlbion\FrescoDome.lev","FrescoDome","3965449","FALSE","TRUE"
"51","2240","3424","FinalAlbion\Witchwood_9.lev","Witchwood_9","198856","FALSE","TRUE"
"52","1920","3296","FinalAlbion\WitchwoodCavern.lev","WitchwoodCavern","485974","FALSE","TRUE"
"53","2816","2112","FinalAlbion\HauntedHouse.lev","HauntedHouse","1047757","FALSE","TRUE"
"54","4096","6176","FinalAlbion\PrisonCells_3.lev","PrisonCells_3","3494060","FALSE","TRUE"
"55","3904","5952","FinalAlbion\PrisonCourtyard.lev","PrisonCourtyard","876544","FALSE","TRUE"
"56","2176","3040","FinalAlbion\KnotholeGladeMainTown.lev","KnotholeGladeMainTown","2900859","FALSE","TRUE"
"57","2272","1984","FinalAlbion\BanditCampPathEntrance.lev","BanditCampPathEntrance","1304048","FALSE","TRUE"
"58","3104","3392","FinalAlbion\Fisherman.lev","Fisherman","1998986","FALSE","TRUE"
"59","2240","3712","FinalAlbion\ArenaHallOfHeroes.lev","ArenaHallOfHeroes","3056324","FALSE","TRUE"
"60","2240","3552","FinalAlbion\ArenaExterior.lev","ArenaExterior","960998","FALSE","TRUE"
"61","3008","4960","FinalAlbion\GraveyardPath.lev","GraveyardPath","709743","FALSE","TRUE"
"62","3072","2880","FinalAlbion\TeleporterGreatwood.lev","TeleporterGreatwood","4010542","FALSE","TRUE"
"63","2976","2944","FinalAlbion\Filler01.lev","Filler01","1671560","FALSE","FALSE"
"64","3232","4160","FinalAlbion\BowerstonePosh.lev","BowerstonePosh","812868","FALSE","TRUE"
"65","3072","3040","FinalAlbion\GreatwoodBanditToll.lev","GreatwoodBanditToll","899814","FALSE","TRUE"
"66","3360","6016","FinalAlbion\GraveyardSecretPassage_1.lev","GraveyardSecretPassage_1","322703","FALSE","TRUE"
"67","4160","6080","FinalAlbion\PrisonBarracks.lev","PrisonBarracks","4154215","FALSE","TRUE"
"68","3840","6080","FinalAlbion\PrisonOffice.lev","PrisonOffice","622837","FALSE","TRUE"
"69","3840","5984","FinalAlbion\PrisonTortureChamber.lev","PrisonTortureChamber","2803328","FALSE","TRUE"
"70","4576","3552","FinalAlbion\HeroGuildComplexInside.lev","HeroGuildComplex","616047","FALSE","TRUE"
"71","3008","2144","FinalAlbion\HauntedHouseCellar.lev","HauntedHouseCellar","123774","FALSE","TRUE"
"72","3808","4096","FinalAlbion\MayorsHouseHallway.lev","MayorsHouseHallway","127824","FALSE","TRUE"
"73","3904","4096","FinalAlbion\MayorsHouseBedroom.lev","MayorsHouseBedroom","3799409","FALSE","TRUE"
"74","2816","4256","FinalAlbion\BowerstoneTavernCellar.lev","BowerstoneTavernCellar","2601756","FALSE","TRUE"
"75","3520","6016","FinalAlbion\PrisonSecretPassageExterior.lev","PrisonSecretPassageExterior","1596982","FALSE","TRUE"
"76","3200","4320","FinalAlbion\BowerstoneJail.lev","BowerstoneJail","270355","FALSE","TRUE"
"77","3168","4480","FinalAlbion\DesertedFarm.lev","DesertedFarm","1425917","FALSE","TRUE"
"78","3168","4672","FinalAlbion\GibbetWoods.lev","GibbetWoods","2153382","FALSE","TRUE"
"79","3424","5216","FinalAlbion\PrisonIsland.lev","PrisonIsland","1681053","FALSE","TRUE"
"80","2912","4928","FinalAlbion\GraveyardFiller02.lev","GraveyardFiller02","195297","FALSE","FALSE"
"81","3424","5088","FinalAlbion\PrisonPath.lev","PrisonPath","3379129","FALSE","TRUE"
"82","3104","3616","FinalAlbion\PicnicArea_Filler_02.lev","PicnicArea_Filler_02","3121565","FALSE","FALSE"
"83","4608","4096","FinalAlbion\FrescoCaves.lev","FrescoCaves","2955673","FALSE","TRUE"
"84","4832","3648","FinalAlbion\GuildWoods.lev","GuildWoods","3485138","FALSE","TRUE"
"85","2944","3392","FinalAlbion\PicnicArea_Filler_01.lev","PicnicArea_Filler_01","2030888","FALSE","FALSE"
"86","3360","3456","FinalAlbion\GuildExterior.lev","GuildExterior","179393","FALSE","TRUE"
"87","5120","3040","FinalAlbion\HobbeCaveEntranceTunnel.lev","HobbeCaveEntranceTunnel","442357","FALSE","TRUE"
"88","5120","2976","FinalAlbion\HobbeCaveLarder.lev","HobbeCaveLarder","1492742","FALSE","TRUE"
"89","5152","3136","FinalAlbion\HobbeCaveSideRoom.lev","HobbeCaveSideRoom","3067473","FALSE","TRUE"
"90","5056","3040","FinalAlbion\HobbeCaveMainChamber.lev","HobbeCaveMainChamber","972645","FALSE","TRUE"
"91","4960","3040","FinalAlbion\HobbeCaveNymphChamber.lev","HobbeCaveNymphChamber","2024797","FALSE","TRUE"
"92","3168","3168","FinalAlbion\OrchardFarmFiller_01.lev","OrchardFarmFiller_01","1701586","FALSE","TRUE"
"93","3008","3360","FinalAlbion\GreatwoodLakeFiller_01.lev","GreatwoodLakeFiller_01","654954","FALSE","FALSE"
"94","3008","3040","FinalAlbion\BanditTollFiller_01.lev","BanditTollFiller_01","841198","FALSE","FALSE"
"95","3104","3488","FinalAlbion\PicnicArea_Filler_03.lev","PicnicArea_Filler_03","3488281","FALSE","FALSE"
"96","2944","3008","FinalAlbion\Filler_GrannysHouse_01.lev","Filler_GrannysHouse_01","1922987","FALSE","FALSE"
"97","2944","2880","FinalAlbion\Filler_GrannysHouse_02.lev","Filler_GrannysHouse_02","876589","FALSE","FALSE"
"98","2368","1856","FinalAlbion\OakVale_Filler_01.lev","OakVale_Filler_01","3195566","FALSE","FALSE"
"99","2464","2080","FinalAlbion\OakVale_Filler_02.lev","OakVale_Filler_02","3246505","FALSE","FALSE"
"100","2592","1856","FinalAlbion\OakVale_Filler_03.lev","OakVale_Filler_03","164962","FALSE","FALSE"
"101","2272","1856","FinalAlbion\OakVale_Sea_01.lev","OakVale_Sea_01","3147809","FALSE","FALSE"
"102","2272","1760","FinalAlbion\OakVale_Sea_02.lev","OakVale_Sea_02","2625418","FALSE","FALSE"
"103","2400","1760","FinalAlbion\OakVale_Sea_03.lev","OakVale_Sea_03","2627255","FALSE","FALSE"
"104","2528","1760","FinalAlbion\OakVale_Sea_04.lev","OakVale_Sea_04","1580497","FALSE","FALSE"
"105","2688","1856","FinalAlbion\OakVale_Sea_05.lev","OakVale_Sea_05","2106718","FALSE","FALSE"
"106","2688","1984","FinalAlbion\OakVale_Sea_06.lev","OakVale_Sea_06","535748","FALSE","FALSE"
"107","2176","1856","FinalAlbion\BanditCampPath_Filler_01.lev","BanditCampPath_Filler_01","2574648","FALSE","FALSE"
"108","2048","1952","FinalAlbion\BanditCampPath_Filler_02.lev","BanditCampPath_Filler_02","547980","FALSE","FALSE"
"109","1824","1952","FinalAlbion\BanditCampPath_Filler_03.lev","BanditCampPath_Filler_03","2647067","FALSE","FALSE"
"110","2048","2112","FinalAlbion\BanditCampPath_Filler_04.lev","BanditCampPath_Filler_04","264590","FALSE","FALSE"
"111","2176","2112","FinalAlbion\BanditCampPath_Filler_05.lev","BanditCampPath_Filler_05","1315066","FALSE","FALSE"
"112","2304","2048","FinalAlbion\BanditCampPath_Filler_06.lev","BanditCampPath_Filler_06","1841291","FALSE","FALSE"
"113","2400","2048","FinalAlbion\OakVale_Filler_04.lev","OakVale_Filler_04","3417168","FALSE","FALSE"
"114","2304","2144","FinalAlbion\BanditCampPath_Filler_07.lev","BanditCampPath_Filler_07","2896239","FALSE","FALSE"
"115","2048","2208","FinalAlbion\BanditCampPath_Filler_08.lev","BanditCampPath_Filler_08","2786802","FALSE","FALSE"
"116","1824","2176","FinalAlbion\BanditCamp_Filler_01.lev","BanditCamp_Filler_01","2788811","FALSE","FALSE"
"117","2464","2240","FinalAlbion\BarrowFields_Filler_01.lev","BarrowFields_Filler_01","3438686","FALSE","FALSE"
"118","1664","2176","FinalAlbion\BanditCamp_Filler_02.lev","BanditCamp_Filler_02","1940177","FALSE","FALSE"
"119","1536","2176","FinalAlbion\BanditCamp_Filler_03.lev","BanditCamp_Filler_03","3514979","FALSE","FALSE"
"120","1664","1952","FinalAlbion\BanditCamp_Filler_04.lev","BanditCamp_Filler_04","2045407","FALSE","FALSE"
"121","1472","1952","FinalAlbion\BanditCamp_Filler_05.lev","BanditCamp_Filler_05","1523113","FALSE","FALSE"
"122","1472","2048","FinalAlbion\BanditCamp_Filler_06.lev","BanditCamp_Filler_06","1525091","FALSE","FALSE"
"123","2656","2240","FinalAlbion\BarrowFields_Filler_02.lev","BarrowFields_Filler_02","2368476","FALSE","FALSE"
"124","2592","2240","FinalAlbion\BarrowFields_Filler_03.lev","BarrowFields_Filler_03","1321835","FALSE","FALSE"
"125","2688","2240","FinalAlbion\BarrowFields_Filler_04.lev","BarrowFields_Filler_04","1323792","FALSE","FALSE"
"126","2720","2112","FinalAlbion\BarrowFields_Filler_05.lev","BarrowFields_Filler_05","2898637","FALSE","FALSE"
"127","1984","3360","FinalAlbion\Witchwood_Filler_01.lev","Witchwood_Filler_01","481363","FALSE","FALSE"
"128","2048","3456","FinalAlbion\Witchwood_Leadout_04.lev","Witchwood_Leadout_04","3423243","FALSE","FALSE"
"129","1920","3392","FinalAlbion\Witchwood_Filler_03.lev","Witchwood_Filler_03","2058232","FALSE","FALSE"
"130","2048","3488","FinalAlbion\Witchwood_Filler_04.lev","Witchwood_Filler_04","487625","FALSE","FALSE"
"131","1952","3552","FinalAlbion\Witchwood_Filler_05.lev","Witchwood_Filler_05","2586778","FALSE","FALSE"
"132","1984","3328","FinalAlbion\Witchwood_Filler_06.lev","Witchwood_Filler_06","2064460","FALSE","FALSE"
"133","1888","3392","FinalAlbion\Witchwood_Leadout_02.lev","Witchwood_Leadout_02","3639328","FALSE","FALSE"
"134","2112","3392","FinalAlbion\Witchwood_Leadout_06.lev","Witchwood_Leadout_06","4165583","FALSE","FALSE"
"135","2144","3424","FinalAlbion\Witchwood_Filler_09.lev","Witchwood_Filler_09","3643299","FALSE","FALSE"
"136","2144","3328","FinalAlbion\Witchwood_Filler_10.lev","Witchwood_Filler_10","3645260","FALSE","FALSE"
"137","1856","3296","FinalAlbion\Witchwood_Filler_11.lev","Witchwood_Filler_11","3602535","FALSE","FALSE"
"138","1696","3296","FinalAlbion\Witchwood_Filler_12.lev","Witchwood_Filler_12","3604628","FALSE","FALSE"
"139","1760","3296","FinalAlbion\Witchwood_Filler_13.lev","Witchwood_Filler_13","985177","FALSE","FALSE"
"140","2304","2240","FinalAlbion\BanditCampPath_Filler_09.lev","BanditCampPath_Filler_09","3734183","FALSE","FALSE"
"141","1696","3488","FinalAlbion\Witchwood_Filler_14.lev","Witchwood_Filler_14","3913415","FALSE","FALSE"
"142","2176","3296","FinalAlbion\Witchwood_Filler_16.lev","Witchwood_Filler_16","1818517","FALSE","FALSE"
"143","2112","3040","FinalAlbion\KnotholeGlade_Filler_01.lev","KnotholeGlade_Filler_01","247654","FALSE","FALSE"
"144","2304","3200","FinalAlbion\KnotholeGlade_Filler_02.lev","KnotholeGlade_Filler_02","2871088","FALSE","FALSE"
"145","2912","4800","FinalAlbion\GraveyardFiller01.lev","GraveyardFiller01","1363250","FALSE","FALSE"
"146","2816","4960","FinalAlbion\GraveyardPathFiller01.lev","GraveyardPathFiller01","2943566","FALSE","FALSE"
"147","2816","5248","FinalAlbion\GraveyardPathFiller02.lev","GraveyardPathFiller02","3994217","FALSE","FALSE"
"148","3104","4960","FinalAlbion\GraveyardPathFiller03.lev","GraveyardPathFiller03","1899715","FALSE","FALSE"
"149","3264","4672","FinalAlbion\GibbetWoodsFiller01.lev","GibbetWoodsFiller01","2422161","FALSE","FALSE"
"150","3168","4800","FinalAlbion\GibbetWoodsFiller02.lev","GibbetWoodsFiller02","3472764","FALSE","FALSE"
"151","3328","5088","FinalAlbion\PrisonPathFiller01.lev","PrisonPathFiller01","1378174","FALSE","FALSE"
"152","1824","3520","FinalAlbion\Witchwood_Filler_15.lev","Witchwood_Filler_15","452148","FALSE","FALSE"
"153","2784","2048","FinalAlbion\HauntedHouse_Filler_01.lev","HauntedHouse_Filler_01","395455","FALSE","FALSE"
"154","2784","2400","FinalAlbion\Darkwood10_Leadout_01.lev","Darkwood10_Leadout_01","1585166","FALSE","TRUE"
"155","2816","2368","FinalAlbion\Darkwood9_Leadout_01.lev","Darkwood9_Leadout_01","1587522","FALSE","FALSE"
"156","3008","2400","FinalAlbion\Darkwood8_Leadout_01.lev","Darkwood8_Leadout_01","2114051","FALSE","FALSE"
"157","3040","2400","FinalAlbion\Darkwood7_Leadout_01.lev","Darkwood7_Leadout_01","2116183","FALSE","FALSE"
"158","3008","2464","FinalAlbion\Darkwood7_Leadout_02.lev","Darkwood7_Leadout_02","3167371","FALSE","FALSE"
"159","3104","2432","FinalAlbion\Darkwood7_Leadout_03.lev","Darkwood7_Leadout_03","2645126","FALSE","FALSE"
"160","3136","2432","FinalAlbion\DarkwoodChapel_Leadout_01.lev","DarkwoodChapel_Leadout_01","2647263","FALSE","FALSE"
"161","2976","2464","FinalAlbion\Darkwood6_Leadout_01.lev","Darkwood6_Leadout_01","3698558","FALSE","FALSE"
"162","2976","2560","FinalAlbion\Darkwood5_Leadout_01.lev","Darkwood5_Leadout_01","557273","FALSE","TRUE"
"163","3008","2592","FinalAlbion\Darkwood4_Leadout_01.lev","Darkwood4_Leadout_01","1607903","FALSE","FALSE"
"164","3104","2624","FinalAlbion\Darkwood3_Leadout_01.lev","Darkwood3_Leadout_01","3707535","FALSE","FALSE"
"165","3104","2688","FinalAlbion\Darkwood_Leadout_01.lev","Darkwood_Leadout_01","40208","FALSE","TRUE"
"166","3008","2752","FinalAlbion\Darkwood_Leadout_02.lev","Darkwood_Leadout_02","3188203","FALSE","TRUE"
"167","2176","2272","FinalAlbion\BanditCampPath_Filler_10.lev","BanditCampPath_Filler_10","569677","FALSE","FALSE"
"168","2048","2272","FinalAlbion\BanditCampPath_Filler_11.lev","BanditCampPath_Filler_11","1620345","FALSE","FALSE"
"169","1888","3456","FinalAlbion\Witchwood_Filler_24.lev","Witchwood_Filler_24","2428870","FALSE","FALSE"
"170","1984","3456","FinalAlbion\Witchwood_Filler_18.lev","Witchwood_Filler_18","2983109","FALSE","FALSE"
"171","2016","3456","FinalAlbion\Witchwood_Leadout_03.lev","Witchwood_Leadout_03","364544","FALSE","FALSE"
"172","2080","3392","FinalAlbion\Witchwood_Leadout_05.lev","Witchwood_Leadout_05","3651001","FALSE","FALSE"
"173","2080","3424","FinalAlbion\Witchwood_Filler_21.lev","Witchwood_Filler_21","508768","FALSE","FALSE"
"174","2080","3328","FinalAlbion\Witchwood_Filler_22.lev","Witchwood_Filler_22","2084241","FALSE","FALSE"
"175","2784","2240","FinalAlbion\Darkwood_Filler_01.lev","Darkwood_Filler_01","3203889","FALSE","FALSE"
"176","2784","2368","FinalAlbion\Darkwood_Filler_02.lev","Darkwood_Filler_02","2158121","FALSE","FALSE"
"177","2848","2240","FinalAlbion\Darkwood_Filler_03.lev","Darkwood_Filler_03","63217","FALSE","FALSE"
"178","2944","2240","FinalAlbion\Darkwood_Filler_04.lev","Darkwood_Filler_04","2687174","FALSE","FALSE"
"179","3008","2336","FinalAlbion\Darkwood_Filler_05.lev","Darkwood_Filler_05","3737982","FALSE","FALSE"
"180","3072","2336","FinalAlbion\Darkwood_Filler_06.lev","Darkwood_Filler_06","2691617","FALSE","FALSE"
"181","3168","2336","FinalAlbion\Darkwood_Filler_07.lev","Darkwood_Filler_07","596795","FALSE","FALSE"
"182","3008","2560","FinalAlbion\Darkwood_Filler_08.lev","Darkwood_Filler_08","601997","FALSE","FALSE"
"183","2976","2496","FinalAlbion\Darkwood_Filler_09.lev","Darkwood_Filler_09","79927","FALSE","FALSE"
"184","3104","2464","FinalAlbion\Darkwood_Filler_10.lev","Darkwood_Filler_10","606420","FALSE","FALSE"
"185","3168","2496","FinalAlbion\Darkwood_Filler_11.lev","Darkwood_Filler_11","3230088","FALSE","FALSE"
"186","3232","2432","FinalAlbion\Darkwood_Filler_12.lev","Darkwood_Filler_12","3232314","FALSE","FALSE"
"187","3168","2592","FinalAlbion\Darkwood_Filler_13.lev","Darkwood_Filler_13","3759114","FALSE","FALSE"
"188","2912","2432","FinalAlbion\Darkwood_Filler_14.lev","Darkwood_Filler_14","95651","FALSE","FALSE"
"189","2816","2400","FinalAlbion\Darkwood_Filler_15.lev","Darkwood_Filler_15","2195103","FALSE","FALSE"
"190","2688","2432","FinalAlbion\Darkwood_Filler_16.lev","Darkwood_Filler_16","3770249","FALSE","FALSE"
"191","2560","2368","FinalAlbion\Darkwood_Filler_17.lev","Darkwood_Filler_17","3248186","FALSE","FALSE"
"192","2816","2496","FinalAlbion\Darkwood_Filler_18.lev","Darkwood_Filler_18","1153340","FALSE","FALSE"
"193","2816","2592","FinalAlbion\Darkwood_Filler_19.lev","Darkwood_Filler_19","2728685","FALSE","FALSE"
"194","2912","2592","FinalAlbion\Darkwood_Filler_20.lev","Darkwood_Filler_20","3783918","FALSE","FALSE"
"195","3008","2624","FinalAlbion\Darkwood_Filler_21.lev","Darkwood_Filler_21","640408","FALSE","FALSE"
"196","3104","2656","FinalAlbion\Darkwood_Filler_22.lev","Darkwood_Filler_22","2739920","FALSE","FALSE"
"197","3136","2688","FinalAlbion\Darkwood_Filler_23.lev","Darkwood_Filler_23","3266465","FALSE","FALSE"
"198","2912","2688","FinalAlbion\Darkwood_Filler_24.lev","Darkwood_Filler_24","2220136","FALSE","FALSE"
"199","2912","2784","FinalAlbion\Darkwood_Filler_25.lev","Darkwood_Filler_25","649822","FALSE","FALSE"
"200","3040","2752","FinalAlbion\Darkwood_Filler_26.lev","Darkwood_Filler_26","127933","FALSE","FALSE"
"201","3136","2784","FinalAlbion\Darkwood_Filler_27.lev","Darkwood_Filler_27","2227327","FALSE","FALSE"
"202","3104","2720","FinalAlbion\Darkwood_Filler_28.lev","Darkwood_Filler_28","656707","FALSE","TRUE"
"203","3456","736","FinalAlbion\StartOakValeWest.lev","StartOakValeWest","3154143","FALSE","TRUE"
"204","3584","768","FinalAlbion\StartOakValeEast.lev","StartOakValeEast","1583573","FALSE","TRUE"
"205","3584","896","FinalAlbion\StartOakvaleMemorialGarden.lev","StartOakvaleMemorialGarden","1585827","FALSE","TRUE"
"206","1856","3456","FinalAlbion\Witchwood_Leadout_01.lev","Witchwood_Filler_23","2426626","FALSE","FALSE"
"207","1856","3392","FinalAlbion\Witchwood_Filler_26.lev","Witchwood_Leadout_07","853081","FALSE","FALSE"
"208","1824","3296","FinalAlbion\Witchwood_Filler_25.lev","Witchwood_Filler_25","1838625","FALSE","FALSE"
"209","3264","2336","FinalAlbion\Darkwood_Filler_29.lev","Darkwood_Filler_29","1868292","FALSE","FALSE"
"210","3232","2528","FinalAlbion\Darkwood_Filler_30.lev","Darkwood_Filler_30","822029","FALSE","FALSE"
"211","2272","3296","FinalAlbion\KnotholeGlade_Leadout_01.lev","KnotholeGlade_Leadout_01","477918","FALSE","FALSE"
"212","2304","3264","FinalAlbion\KnotholeGlade_Leadout_02.lev","KnotholeGlade_Leadout_02","1531008","FALSE","FALSE"
"213","2304","3328","FinalAlbion\Witchwood_Filler_27.lev","Witchwood_Filler_27","2993088","FALSE","FALSE"
"214","2368","3040","FinalAlbion\KnotholeGlade_Filler_03.lev","KnotholeGlade_Filler_03","3565177","FALSE","FALSE"
"215","2304","3488","FinalAlbion\Witchwood_Filler_28.lev","Witchwood_Filler_28","4098554","FALSE","FALSE"
"216","2144","3488","FinalAlbion\Witchwood_Filler_29.lev","Witchwood_Filler_29","1504917","FALSE","FALSE"
"217","2240","3488","FinalAlbion\Witchwood_Leadout_08.lev","Witchwood_Leadout_08","2558462","FALSE","FALSE"
"218","2240","3520","FinalAlbion\Arena_Leadout_01.lev","Arena_Leadout_01","2560884","FALSE","FALSE"
"219","2176","3552","FinalAlbion\Arena_Filler_02.lev","Arena_Filler_02","19589","FALSE","FALSE"
"220","2240","3648","FinalAlbion\Arena_Filler_01.lev","Arena_Filler_01","1608930","FALSE","FALSE"
"221","2816","2656","FinalAlbion\Darkwood_Filler_31.lev","Darkwood_Filler_31","3390041","FALSE","FALSE"
"222","2432","2368","FinalAlbion\BarrowFields_Filler_07.lev","BarrowFields_Filler_07","3959830","FALSE","FALSE"
"223","3136","2880","FinalAlbion\Greatwood_Filler_01.lev","Greatwood_Filler_01","1730452","FALSE","FALSE"
"224","3136","3040","FinalAlbion\Greatwood_Filler_02.lev","Greatwood_Filler_02","3829954","FALSE","FALSE"
"225","3136","3168","FinalAlbion\Greatwood_Filler_03.lev","Greatwood_Filler_03","3308077","FALSE","FALSE"
"226","3360","3296","FinalAlbion\Greatwood_Filler_04.lev","Greatwood_Filler_04","2786229","FALSE","FALSE"
"227","2816","2880","FinalAlbion\Greatwood_Filler_05.lev","Greatwood_Filler_05","1215704","FALSE","FALSE"
"228","2816","2944","FinalAlbion\Greatwood_Filler_06.lev","Greatwood_Filler_06","3839513","FALSE","FALSE"
"229","2816","3008","FinalAlbion\Greatwood_Filler_07.lev","Greatwood_Filler_07","2793345","FALSE","FALSE"
"230","2944","3072","FinalAlbion\Greatwood_Filler_08.lev","Greatwood_Filler_08","3844345","FALSE","FALSE"
"231","2944","3200","FinalAlbion\Greatwood_Filler_09.lev","Greatwood_Filler_09","3322388","FALSE","FALSE"
"232","3232","3104","FinalAlbion\OrchardFarm_Filler_01.lev","OrchardFarm_Filler_01","1227593","FALSE","FALSE"
"233","3424","3104","FinalAlbion\OrchardFarm_Filler_02.lev","OrchardFarm_Filler_02","705987","FALSE","FALSE"
"234","2112","3200","FinalAlbion\Witchwood_Filler_30.lev","Witchwood_Filler_30","2623052","FALSE","FALSE"
"235","2112","3296","FinalAlbion\Witchwood_Filler_31.lev","Witchwood_Filler_31","3674942","FALSE","FALSE"
"236","3104","4160","FinalAlbion\Bowerstone_Filler_01.lev","Bowerstone_Filler_01","208254","FALSE","FALSE"
"237","3008","4160","FinalAlbion\Bowerstone_Filler_02.lev","Bowerstone_Filler_02","1757547","FALSE","FALSE"
"238","3008","4000","FinalAlbion\Bowerstone_Filler_03.lev","Bowerstone_Filler_03","187023","FALSE","FALSE"
"239","3360","4160","FinalAlbion\Bowerstone_Filler_04.lev","Bowerstone_Filler_04","189395","FALSE","FALSE"
"240","3264","4000","FinalAlbion\Bowerstone_Filler_05.lev","Bowerstone_Filler_05","2288881","FALSE","FALSE"
"241","3200","3744","FinalAlbion\LookoutPoint_Filler_01.lev","LookoutPoint_Filler_01","2574083","FALSE","FALSE"
"242","3328","3872","FinalAlbion\LookoutPoint_Filler_04.lev","LookoutPoint_Filler_04","1003723","FALSE","FALSE"
