list: opening C:\Programs\Steam\steamapps\common\Fable The Lost Chapters\data\lang\English\text.big
list: 28913 entries
idx	type	size	id	name	friendly
115	0	42	116	TEXT_GUI_CRE_430	TEXT_GUI_CRE_430
116	0	46	117	TEXT_GUI_CRE_700	TEXT_GUI_CRE_700
117	0	58	118	TEXT_GUI_CRE_312	TEXT_GUI_CRE_312
118	0	36	119	TEXT_GUI_CRE_240	TEXT_GUI_CRE_240
119	0	56	120	TEXT_GUI_CRE_150	TEXT_GUI_CRE_150
120	0	52	121	TEXT_GUI_CRE_520	TEXT_GUI_CRE_520
121	0	60	122	TEXT_GUI_CRE_610	TEXT_GUI_CRE_610
122	0	58	123	TEXT_GUI_CRE_800	TEXT_GUI_CRE_800
123	0	56	124	TEXT_GUI_CRE_250	TEXT_GUI_CRE_250
124	0	36	125	TEXT_GUI_CRE_340	TEXT_GUI_CRE_340
125	0	36	126	TEXT_GUI_CRE_160	TEXT_GUI_CRE_160
126	0	56	127	TEXT_GUI_CRE_620	TEXT_GUI_CRE_620
127	0	36	128	TEXT_GUI_CRE_710	TEXT_GUI_CRE_710
128	0	52	129	TEXT_GUI_CRE_801	TEXT_GUI_CRE_801
129	0	64	130	TEXT_GUI_CRE_170	TEXT_GUI_CRE_170
130	0	46	131	TEXT_GUI_CRE_350	TEXT_GUI_CRE_350
131	0	52	132	TEXT_GUI_CRE_440	TEXT_GUI_CRE_440
132	0	56	133	TEXT_GUI_CRE_260	TEXT_GUI_CRE_260
133	0	36	134	TEXT_GUI_CRE_810	TEXT_GUI_CRE_810
134	0	62	135	TEXT_GUI_CRE_900	TEXT_GUI_CRE_900
135	0	62	136	TEXT_GUI_CRE_540	TEXT_GUI_CRE_540
136	0	62	137	TEXT_GUI_CRE_630	TEXT_GUI_CRE_630
137	0	56	138	TEXT_GUI_CRE_360	TEXT_GUI_CRE_360
138	0	36	139	TEXT_GUI_CRE_450	TEXT_GUI_CRE_450
139	0	60	140	TEXT_GUI_CRE_720	TEXT_GUI_CRE_720
140	0	36	141	TEXT_GUI_CRE_190	TEXT_GUI_CRE_190
141	0	62	142	TEXT_GUI_CRE_640	TEXT_GUI_CRE_640
142	0	60	143	TEXT_GUI_CRE_820	TEXT_GUI_CRE_820
143	0	45	144	TEXT_GUI_RENOWN	TEXT_GUI_RENOWN
144	0	62	145	TEXT_GUI_CRE_180	TEXT_GUI_CRE_180
145	0	58	146	TEXT_GUI_CRE_910	TEXT_GUI_CRE_910
146	0	62	147	TEXT_GUI_CRE_730	TEXT_GUI_CRE_730
147	0	62	148	TEXT_GUI_CRE_811	TEXT_GUI_CRE_811
148	0	72	149	TEXT_GUI_CRE_451	TEXT_GUI_CRE_451
149	0	66	150	TEXT_GUI_CRE_460	TEXT_GUI_CRE_460
150	0	36	151	TEXT_GUI_CRE_550	TEXT_GUI_CRE_550
151	0	58	152	TEXT_GUI_CRE_280	TEXT_GUI_CRE_280
152	0	36	153	TEXT_GUI_CRE_361	TEXT_GUI_CRE_361
153	0	44	154	TEXT_GUI_CRE_812	TEXT_GUI_CRE_812
154	0	70	155	TEXT_GUI_CRE_830	TEXT_GUI_CRE_830
155	0	68	156	TEXT_GUI_CRE_920	TEXT_GUI_CRE_920
156	0	45	157	TEXT_GUI_TATTOO	TEXT_GUI_TATTOO
157	0	36	158	TEXT_GUI_CRE_740	TEXT_GUI_CRE_740
158	0	54	159	TEXT_GUI_CRE_821	TEXT_GUI_CRE_821
159	0	60	160	TEXT_GUI_CRE_911	TEXT_GUI_CRE_911
160	0	56	161	TEXT_GUI_CRE_470	TEXT_GUI_CRE_470
161	0	52	162	TEXT_GUI_CRE_560	TEXT_GUI_CRE_560
162	0	54	163	TEXT_GUI_CRE_290	TEXT_GUI_CRE_290
163	0	52	164	TEXT_GUI_CRE_452	TEXT_GUI_CRE_452
164	0	62	165	TEXT_GUI_CRE_650	TEXT_GUI_CRE_650
165	0	60	166	TEXT_GUI_CRE_590	TEXT_GUI_CRE_590
166	0	36	167	TEXT_GUI_CRE_850	TEXT_GUI_CRE_850
167	0	36	168	TEXT_GUI_CRE_570	TEXT_GUI_CRE_570
168	0	54	169	TEXT_GUI_CRE_822	TEXT_GUI_CRE_822
169	0	56	170	TEXT_GUI_CRE_840	TEXT_GUI_CRE_840
170	0	56	171	TEXT_GUI_CRE_930	TEXT_GUI_CRE_930
171	0	64	172	TEXT_GUI_CRE_750	TEXT_GUI_CRE_750
172	0	58	173	TEXT_GUI_CRE_660	TEXT_GUI_CRE_660
173	0	36	174	TEXT_GUI_CRE_453	TEXT_GUI_CRE_453
174	0	56	175	TEXT_GUI_CRE_471	TEXT_GUI_CRE_471
175	0	58	176	TEXT_GUI_CRE_480	TEXT_GUI_CRE_480
176	0	36	177	TEXT_GUI_CRE_940	TEXT_GUI_CRE_940
177	0	52	178	TEXT_GUI_CRE_363	TEXT_GUI_CRE_363
178	0	56	179	TEXT_GUI_CRE_813	TEXT_GUI_CRE_813
179	0	72	180	TEXT_GUI_CRE_364	TEXT_GUI_CRE_364
180	0	42	181	TEXT_GUI_CRE_580	TEXT_GUI_CRE_580
181	0	54	182	TEXT_GUI_CRE_670	TEXT_GUI_CRE_670
182	0	56	183	TEXT_GUI_CRE_760	TEXT_GUI_CRE_760
183	0	56	184	TEXT_GUI_CRE_490	TEXT_GUI_CRE_490
184	0	60	185	TEXT_GUI_CRE_814	TEXT_GUI_CRE_814
185	0	60	186	TEXT_GUI_CRE_823	TEXT_GUI_CRE_823
186	0	62	187	TEXT_GUI_CRE_860	TEXT_GUI_CRE_860
187	0	36	188	TEXT_GUI_CRE_950	TEXT_GUI_CRE_950
188	0	60	189	TEXT_GUI_CRE_680	TEXT_GUI_CRE_680
189	0	36	190	TEXT_GUI_CRE_770	TEXT_GUI_CRE_770
190	0	104	191	TEXT_GUI_CRE_941	TEXT_GUI_CRE_941
191	0	36	192	TEXT_GUI_CRE_880	TEXT_GUI_CRE_880
192	0	56	193	TEXT_GUI_CRE_780	TEXT_GUI_CRE_780
193	0	36	194	TEXT_GUI_CRE_951	TEXT_GUI_CRE_951
194	0	36	195	TEXT_GUI_CRE_815	TEXT_GUI_CRE_815
195	0	56	196	TEXT_GUI_CRE_824	TEXT_GUI_CRE_824
196	0	40	197	TEXT_GUI_CRE_960	TEXT_GUI_CRE_960
197	0	60	198	TEXT_GUI_CRE_870	TEXT_GUI_CRE_870
198	0	56	199	TEXT_GUI_CRE_825	TEXT_GUI_CRE_825
199	0	36	200	TEXT_GUI_CRE_690	TEXT_GUI_CRE_690
200	0	74	201	TEXT_GUI_CRE_771	TEXT_GUI_CRE_771
201	0	36	202	TEXT_GUI_CRE_970	TEXT_GUI_CRE_970
202	0	72	203	TEXT_GUI_CRE_816	TEXT_GUI_CRE_816
203	0	56	204	TEXT_GUI_CRE_942	TEXT_GUI_CRE_942
204	0	72	205	TEXT_GUI_CRE_890	TEXT_GUI_CRE_890
205	0	36	206	TEXT_GUI_CRE_826	TEXT_GUI_CRE_826
206	0	60	207	TEXT_GUI_CRE_781	TEXT_GUI_CRE_781
207	0	56	208	TEXT_GUI_CRE_790	TEXT_GUI_CRE_790
208	0	56	209	TEXT_GUI_CRE_772	TEXT_GUI_CRE_772
209	0	42	210	TEXT_GUI_CRE_980	TEXT_GUI_CRE_980
210	0	56	211	TEXT_GUI_CRE_817	TEXT_GUI_CRE_817
211	0	36	212	TEXT_GUI_CRE_818	TEXT_GUI_CRE_818
212	0	60	213	TEXT_GUI_CRE_773	TEXT_GUI_CRE_773
213	0	86	214	TEXT_GUI_CRE_881	TEXT_GUI_CRE_881
214	0	54	215	TEXT_GUI_CRE_882	TEXT_GUI_CRE_882
215	0	54	216	TEXT_GUI_CRE_990	TEXT_GUI_CRE_990
216	0	61	217	TEXT_GUI_CRE_2600	TEXT_GUI_CRE_2600
217	0	65	218	TEXT_GUI_CRE_3210	TEXT_GUI_CRE_3210
218	0	63	219	TEXT_GUI_CRE_1120	TEXT_GUI_CRE_1120
219	0	119	220	TEXT_GUI_CRE_2100	TEXT_GUI_CRE_2100
220	0	52	221	TXT_REGION_ARENA	TXT_REGION_ARENA
221	0	48	222	TXT_OBJT_HALBERD	TXT_OBJT_HALBERD
222	0	36	223	TEXT_GUI_CRE_883	TEXT_GUI_CRE_883
223	0	56	224	TEXT_GUI_CRE_819	TEXT_GUI_CRE_819
224	0	54	225	TEXT_GUI_CRE_829	TEXT_GUI_CRE_829
225	0	40	226	TEXT_GUI_MENU_43	TEXT_GUI_MENU_43
226	0	63	227	TEXT_GUI_CRE_1010	TEXT_GUI_CRE_1010
227	0	37	228	TEXT_GUI_CRE_2000	TEXT_GUI_CRE_2000
228	0	37	229	TEXT_GUI_CRE_1000	TEXT_GUI_CRE_1000
229	0	55	230	TEXT_GUI_CRE_1100	TEXT_GUI_CRE_1100
230	0	87	231	TEXT_GUI_CRE_3000	TEXT_GUI_CRE_3000
231	0	48	232	TXT_SIGN_OAKVALE	TXT_SIGN_OAKVALE
232	0	72	233	TEXT_OBJECT_BOMB	TEXT_OBJECT_BOMB
233	0	175	234	TEXT_GUI_CRE_3010	TEXT_GUI_CRE_3010
234	0	59	235	TEXT_GUI_CRE_1020	TEXT_GUI_CRE_1020
235	0	55	236	TEXT_GUI_CRE_1200	TEXT_GUI_CRE_1200
236	0	69	237	TEXT_GUI_CRE_1110	TEXT_GUI_CRE_1110
237	0	103	238	TEXT_GUI_CRE_2010	TEXT_GUI_CRE_2010
238	0	45	239	TEXT_GUI_CRE_3100	TEXT_GUI_CRE_3100
239	0	71	240	TEXT_GUI_CRE_4000	TEXT_GUI_CRE_4000
240	0	63	241	TEXT_GUI_CRE_1300	TEXT_GUI_CRE_1300
241	0	57	242	TEXT_GUI_CRE_1210	TEXT_GUI_CRE_1210
242	0	83	243	TEXT_GUI_CRE_2020	TEXT_GUI_CRE_2020
243	0	117	244	TEXT_GUI_CRE_2110	TEXT_GUI_CRE_2110
244	0	61	245	TEXT_GUI_CRE_2200	TEXT_GUI_CRE_2200
245	0	37	246	TEXT_GUI_CRE_2030	TEXT_GUI_CRE_2030
246	0	37	247	TEXT_GUI_CRE_2300	TEXT_GUI_CRE_2300
247	0	57	248	TEXT_GUI_CRE_4010	TEXT_GUI_CRE_4010
248	0	63	249	TEXT_GUI_CRE_5000	TEXT_GUI_CRE_5000
249	0	37	250	TEXT_GUI_CRE_1030	TEXT_GUI_CRE_1030
250	0	201	251	TEXT_GUI_CRE_4100	TEXT_GUI_CRE_4100
251	0	59	252	TEXT_GUI_CRE_3200	TEXT_GUI_CRE_3200
252	0	59	253	TEXT_GUI_CRE_1400	TEXT_GUI_CRE_1400
253	0	55	254	TEXT_GUI_CRE_1310	TEXT_GUI_CRE_1310
254	0	37	255	TEXT_GUI_CRE_2120	TEXT_GUI_CRE_2120
255	0	55	256	TEXT_GUI_CRE_2210	TEXT_GUI_CRE_2210
256	0	37	257	TEXT_GUI_CRE_3020	TEXT_GUI_CRE_3020
257	0	65	258	TEXT_GUI_CRE_3110	TEXT_GUI_CRE_3110
258	0	37	259	TEXT_GUI_CRE_5100	TEXT_GUI_CRE_5100
259	0	61	260	TEXT_GUI_CRE_1040	TEXT_GUI_CRE_1040
260	0	65	261	TEXT_GUI_CRE_1130	TEXT_GUI_CRE_1130
261	0	53	262	TEXT_GUI_CRE_6000	TEXT_GUI_CRE_6000
262	0	73	263	TEXT_GUI_CRE_1031	TEXT_GUI_CRE_1031
263	0	602	264	TEXT_OBJECT_CLUB	TEXT_OBJECT_CLUB
264	0	211	265	TEXT_GUI_CRE_4110	TEXT_GUI_CRE_4110
265	0	215	266	TEXT_GUI_CRE_4200	TEXT_GUI_CRE_4200
266	0	55	267	TEXT_GUI_CRE_5010	TEXT_GUI_CRE_5010
267	0	131	268	TEXT_GUI_CRE_3300	TEXT_GUI_CRE_3300
268	0	37	269	TEXT_GUI_CRE_1220	TEXT_GUI_CRE_1220
269	0	85	270	TEXT_GUI_CRE_2410	TEXT_GUI_CRE_2410
270	0	59	271	TEXT_GUI_CRE_1032	TEXT_GUI_CRE_1032
271	0	45	272	TEXT_GUI_CRE_2130	TEXT_GUI_CRE_2130
272	0	37	273	TEXT_GUI_CRE_1500	TEXT_GUI_CRE_1500
273	0	37	274	TEXT_GUI_CRE_1410	TEXT_GUI_CRE_1410
274	0	37	275	TEXT_GUI_CRE_2220	TEXT_GUI_CRE_2220
275	0	65	276	TEXT_GUI_CRE_3120	TEXT_GUI_CRE_3120
276	0	83	277	TEXT_GUI_CRE_2310	TEXT_GUI_CRE_2310
277	0	57	278	TEXT_GUI_CRE_1230	TEXT_GUI_CRE_1230
278	0	53	279	TEXT_GUI_CRE_1050	TEXT_GUI_CRE_1050
279	0	55	280	TEXT_GUI_CRE_1140	TEXT_GUI_CRE_1140
280	0	53	281	TEXT_GUI_CRE_2040	TEXT_GUI_CRE_2040
281	0	37	282	TEXT_GUI_CRE_1320	TEXT_GUI_CRE_1320
282	0	61	283	TEXT_GUI_CRE_3400	TEXT_GUI_CRE_3400
283	0	197	284	TEXT_GUI_CRE_4300	TEXT_GUI_CRE_4300
284	0	75	285	TEXT_GUI_CRE_5200	TEXT_GUI_CRE_5200
285	0	97	286	TEXT_GUI_CRE_6010	TEXT_GUI_CRE_6010
286	0	73	287	TEXT_GUI_CRE_5110	TEXT_GUI_CRE_5110
287	0	55	288	TEXT_GUI_CRE_2500	TEXT_GUI_CRE_2500
288	0	49	289	TEXT_GUI_CRE_3310	TEXT_GUI_CRE_3310
289	0	197	290	TEXT_GUI_CRE_4120	TEXT_GUI_CRE_4120
290	0	197	291	TEXT_GUI_CRE_4210	TEXT_GUI_CRE_4210
291	0	57	292	TEXT_GUI_CRE_5020	TEXT_GUI_CRE_5020
292	0	37	293	TEXT_GUI_CRE_1033	TEXT_GUI_CRE_1033
293	0	75	294	TEXT_GUI_CRE_2140	TEXT_GUI_CRE_2140
294	0	61	295	TEXT_GUI_CRE_1510	TEXT_GUI_CRE_1510
295	0	41	296	TEXT_GUI_CRE_1420	TEXT_GUI_CRE_1420
296	0	83	297	TEXT_GUI_CRE_2230	TEXT_GUI_CRE_2230
297	0	71	298	TEXT_GUI_CRE_3130	TEXT_GUI_CRE_3130
298	0	65	299	TEXT_GUI_CRE_2320	TEXT_GUI_CRE_2320
299	0	61	300	TEXT_GUI_CRE_1240	TEXT_GUI_CRE_1240
300	0	69	301	TEXT_GUI_CRE_1060	TEXT_GUI_CRE_1060
301	0	63	302	TEXT_GUI_CRE_1150	TEXT_GUI_CRE_1150
302	0	137	303	TEXT_GUI_CRE_2050	TEXT_GUI_CRE_2050
303	0	53	304	TEXT_GUI_CRE_1330	TEXT_GUI_CRE_1330
304	0	73	305	TEXT_GUI_CRE_5120	TEXT_GUI_CRE_5120
305	0	71	306	TEXT_GUI_CRE_5210	TEXT_GUI_CRE_5210
306	0	37	307	TEXT_GUI_CRE_5300	TEXT_GUI_CRE_5300
307	0	51	308	TEXT_GUI_CRE_6200	TEXT_GUI_CRE_6200
308	0	97	309	TEXT_GUI_CRE_6020	TEXT_GUI_CRE_6020
309	0	197	310	TEXT_GUI_CRE_4400	TEXT_GUI_CRE_4400
310	0	77	311	TEXT_GUI_CRE_5201	TEXT_GUI_CRE_5201
311	0	61	312	TEXT_GUI_CRE_3500	TEXT_GUI_CRE_3500
312	0	221	313	TEXT_GUI_CRE_4310	TEXT_GUI_CRE_4310
313	0	61	314	TEXT_GUI_CRE_3220	TEXT_GUI_CRE_3220
314	0	95	315	TEXT_GUI_CRE_4030	TEXT_GUI_CRE_4030
315	0	61	316	TEXT_GUI_CRE_1600	TEXT_GUI_CRE_1600
316	0	37	317	TEXT_GUI_CRE_4020	TEXT_GUI_CRE_4020
317	0	37	318	TEXT_GUI_CRE_2400	TEXT_GUI_CRE_2400
318	0	59	319	TEXT_GUI_CRE_1260	TEXT_GUI_CRE_1260
319	0	57	320	TEXT_GUI_CRE_3600	TEXT_GUI_CRE_3600
320	0	63	321	TEXT_GUI_CRE_1340	TEXT_GUI_CRE_1340
321	0	57	322	TEXT_GUI_CRE_1610	TEXT_GUI_CRE_1610
322	0	37	323	TEXT_GUI_CRE_3320	TEXT_GUI_CRE_3320
323	0	193	324	TEXT_GUI_CRE_4130	TEXT_GUI_CRE_4130
324	0	37	325	TEXT_GUI_CRE_2510	TEXT_GUI_CRE_2510
325	0	61	326	TEXT_GUI_CRE_1520	TEXT_GUI_CRE_1520
326	0	61	327	TEXT_GUI_CRE_1430	TEXT_GUI_CRE_1430
327	0	57	328	TEXT_GUI_CRE_2240	TEXT_GUI_CRE_2240
328	0	57	329	TEXT_GUI_CRE_2330	TEXT_GUI_CRE_2330
329	0	37	330	TEXT_GUI_CRE_3140	TEXT_GUI_CRE_3140
330	0	81	331	TEXT_GUI_CRE_4040	TEXT_GUI_CRE_4040
331	0	67	332	TEXT_GUI_CRE_2420	TEXT_GUI_CRE_2420
332	0	61	333	TEXT_GUI_CRE_3230	TEXT_GUI_CRE_3230
333	0	79	334	TEXT_GUI_CRE_5400	TEXT_GUI_CRE_5400
334	0	63	335	TEXT_GUI_CRE_1070	TEXT_GUI_CRE_1070
335	0	63	336	TEXT_GUI_CRE_1250	TEXT_GUI_CRE_1250
336	0	65	337	TEXT_GUI_CRE_1160	TEXT_GUI_CRE_1160
337	0	119	338	TEXT_GUI_CRE_2060	TEXT_GUI_CRE_2060
338	0	63	339	TEXT_GUI_CRE_6300	TEXT_GUI_CRE_6300
339	0	191	340	TEXT_GUI_CRE_4500	TEXT_GUI_CRE_4500
340	0	57	341	TEXT_GUI_CRE_5310	TEXT_GUI_CRE_5310
341	0	63	342	TEXT_GUI_CRE_6210	TEXT_GUI_CRE_6210
342	0	37	343	TEXT_GUI_CRE_4050	TEXT_GUI_CRE_4050
343	0	61	344	TEXT_GUI_CRE_3420	TEXT_GUI_CRE_3420
344	0	37	345	TEXT_GUI_CRE_2700	TEXT_GUI_CRE_2700
345	0	223	346	TEXT_GUI_CRE_4320	TEXT_GUI_CRE_4320
346	0	73	347	TEXT_GUI_CRE_5130	TEXT_GUI_CRE_5130
347	0	57	348	TEXT_GUI_CRE_3510	TEXT_GUI_CRE_3510
348	0	221	349	TEXT_GUI_CRE_4140	TEXT_GUI_CRE_4140
349	0	71	350	TEXT_GUI_CRE_2520	TEXT_GUI_CRE_2520
350	0	59	351	TEXT_GUI_CRE_3330	TEXT_GUI_CRE_3330
351	0	269	352	TEXT_GUI_CRE_4230	TEXT_GUI_CRE_4230
352	0	57	353	TEXT_GUI_CRE_5040	TEXT_GUI_CRE_5040
353	0	43	354	TEXT_GUI_CRE_1800	TEXT_GUI_CRE_1800
354	0	57	355	TEXT_GUI_CRE_2610	TEXT_GUI_CRE_2610
355	0	75	356	TEXT_GUI_CRE_3060	TEXT_GUI_CRE_3060
356	0	51	357	TEXT_GUI_CRE_3150	TEXT_GUI_CRE_3150
357	0	57	358	TEXT_GUI_CRE_1530	TEXT_GUI_CRE_1530
358	0	37	359	TEXT_GUI_CRE_2340	TEXT_GUI_CRE_2340
359	0	63	360	TEXT_GUI_CRE_1350	TEXT_GUI_CRE_1350
360	0	37	361	TEXT_GUI_CRE_1440	TEXT_GUI_CRE_1440
361	0	37	362	TEXT_GUI_CRE_2250	TEXT_GUI_CRE_2250
362	0	37	363	TEXT_GUI_CRE_2430	TEXT_GUI_CRE_2430
363	0	57	364	TEXT_GUI_CRE_3240	TEXT_GUI_CRE_3240
364	0	61	365	TEXT_GUI_CRE_1620	TEXT_GUI_CRE_1620
365	0	37	366	TEXT_GUI_CRE_6030	TEXT_GUI_CRE_6030
366	0	209	367	TEXT_GUI_CRE_4410	TEXT_GUI_CRE_4410
