list: opening C:\Programs\Steam\steamapps\common\Fable The Lost Chapters\data\graphics\graphics.big
list: 8112 entries
idx	type	size	id	name	friendly
19	6	4735	20	ANIM_BIPED_GENERIC_MAN_SCARED_01	ANIM_BIPED_GENERIC_MAN_SCARED_01
20	6	23798	21	ANIM_BIPED_GENERIC_MAN_SIT_ON_FLOOR	ANIM_BIPED_GENERIC_MAN_SIT_ON_FLOOR
21	6	29366	22	ANIM_BIPED_GENERIC_MAN_LIE_ON_FLOOR	ANIM_BIPED_GENERIC_MAN_LIE_ON_FLOOR
22	6	36704	23	ANIM_BIPED_GENERIC_MAN_LIE_ON_FLOOR_LEFT	ANIM_BIPED_GENERIC_MAN_LIE_ON_FLOOR_LEFT
23	6	31922	24	ANIM_BIPED_GENERIC_MAN_LIE_ON_FLOOR_RIGHT	ANIM_BIPED_GENERIC_MAN_LIE_ON_FLOOR_RIGHT
24	6	41398	25	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_LEFT_RISE	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_LEFT_RISE
25	6	40110	26	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_RIGHT_RISE	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_RIGHT_RISE
26	6	47589	27	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_RISE	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_RISE
27	6	9124	28	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_SLEEP	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_SLEEP
28	6	7350	29	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_LEFT_SLEEP	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_LEFT_SLEEP
29	6	6392	30	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_RIGHT_SLEEP	ANIM_BIPED_GENERIC_MAN_ON_FLOOR_RIGHT_SLEEP
30	6	47036	31	ANIM_BIPED_GENERIC_MAN_SCRUB_02	ANIM_BIPED_GENERIC_MAN_SCRUB_02
31	6	2248	32	ANIM_BIPED_GENERIC_MAN_SIT_ON_BENCH_IDLE	ANIM_BIPED_GENERIC_MAN_SIT_ON_BENCH_IDLE
32	6	7749	33	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_OBJECT	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_OBJECT
33	6	8110	34	ANIM_BIPED_GENERIC_MAN_HOMELIFE_PUT_OBJECT	ANIM_BIPED_GENERIC_MAN_HOMELIFE_PUT_OBJECT
34	6	2740	35	ANIM_BIPED_GENERIC_MAN_HOMELIFE_COOK	ANIM_BIPED_GENERIC_MAN_HOMELIFE_COOK
35	6	14522	36	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_CUPBOARD	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_CUPBOARD
36	6	10132	37	ANIM_BIPED_GENERIC_MAN_HOMELIFE_PUT_CUPBOARD	ANIM_BIPED_GENERIC_MAN_HOMELIFE_PUT_CUPBOARD
37	6	3422	38	ANIM_BIPED_GENERIC_MAN_HOMELIFE_FILL_ITEM	ANIM_BIPED_GENERIC_MAN_HOMELIFE_FILL_ITEM
38	6	8614	39	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_BENCH	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_BENCH
39	6	7493	40	ANIM_BIPED_GENERIC_MAN_HOMELIFE_PUT_BENCH	ANIM_BIPED_GENERIC_MAN_HOMELIFE_PUT_BENCH
40	9	24219	41	ANIM_BIPED_GENERIC_MAN_HOMELIFE_EATING	ANIM_BIPED_GENERIC_MAN_HOMELIFE_EATING
41	9	15324	42	ANIM_BIPED_GENERIC_MAN_HOMELIFE_EATING_02	ANIM_BIPED_GENERIC_MAN_HOMELIFE_EATING_02
42	6	96827	43	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_INTO_BED	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_INTO_BED
43	6	2403	44	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_INTO_BED_SLEEP	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_INTO_BED_SLEEP
44	6	238479	45	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_OUT_BED	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_OUT_BED
45	6	48319	46	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_OUT_BED_FAST	ANIM_BIPED_GENERIC_MAN_HOMELIFE_GET_OUT_BED_FAST
46	6	12680	47	ANIM_BIPED_GENERIC_MAN_HOMELIFE_LIGHT_CANDLE	ANIM_BIPED_GENERIC_MAN_HOMELIFE_LIGHT_CANDLE
47	6	12680	48	ANIM_BIPED_GENERIC_MAN_HOMELIFE_UNLIGHT_CANDLE	ANIM_BIPED_GENERIC_MAN_HOMELIFE_UNLIGHT_CANDLE
48	6	30588	49	ANIM_BIPED_GENERIC_MAN_HOMELIFE_WIPE_TABLE	ANIM_BIPED_GENERIC_MAN_HOMELIFE_WIPE_TABLE
49	9	2192	50	ANIM_BIPED_GENERIC_MAN_HOMELIFE_HOLDING	ANIM_BIPED_GENERIC_MAN_HOMELIFE_HOLDING
50	9	2285	51	ANIM_BIPED_GENERIC_MAN_WORK_HOLDING	ANIM_BIPED_GENERIC_MAN_WORK_HOLDING
51	6	28808	52	ANIM_BIPED_GENERIC_MAN_WORK_GET_CRATE	ANIM_BIPED_GENERIC_MAN_WORK_GET_CRATE
52	6	13503	53	ANIM_BIPED_GENERIC_MAN_WORK_PUT_CRATE	ANIM_BIPED_GENERIC_MAN_WORK_PUT_CRATE
53	9	2209	54	ANIM_BIPED_GENERIC_MAN_HEAD_TURN_V	ANIM_BIPED_GENERIC_MAN_HEAD_TURN_V
54	7	842	55	ANIM_BIPED_GENERIC_MAN_HEAD_TURN_H	ANIM_BIPED_GENERIC_MAN_HEAD_TURN_H
55	9	2077	56	ANIM_BIPED_GENERIC_MAN_PHONEME_EE	ANIM_BIPED_GENERIC_MAN_PHONEME_EE
56	9	2064	57	ANIM_BIPED_GENERIC_MAN_PHONEME_MM	ANIM_BIPED_GENERIC_MAN_PHONEME_MM
57	9	2068	58	ANIM_BIPED_GENERIC_MAN_PHONEME_OH	ANIM_BIPED_GENERIC_MAN_PHONEME_OH
58	9	2076	59	ANIM_BIPED_GENERIC_MAN_PHONEME_SZ	ANIM_BIPED_GENERIC_MAN_PHONEME_SZ
59	6	45833	60	E3ONLY_ANIM_BIPED_GENERIC_MAN_SCARED	E3ONLY_ANIM_BIPED_GENERIC_MAN_SCARED
60	1	11471	61	MESH_BIPED_NEW_GUARD_CROSSBOW	MESH_BIPED_NEW_GUARD_CROSSBOW
61	1	2832	62	MESH_BIPED_NEW_GUARD_BOLT	MESH_BIPED_NEW_GUARD_BOLT
62	5	36591	63	MESH_BIPED_CHICKEN	MESH_BIPED_CHICKEN
63	6	10730	64	ANIM_BIPED_CHICKEN_WALK	ANIM_BIPED_CHICKEN_WALK
64	6	4232	65	ANIM_BIPED_CHICKEN_SLOW_WALK	ANIM_BIPED_CHICKEN_SLOW_WALK
65	6	9227	66	ANIM_BIPED_CHICKEN_RUN	ANIM_BIPED_CHICKEN_RUN
66	6	3879	67	ANIM_BIPED_CHICKEN_IDLE	ANIM_BIPED_CHICKEN_IDLE
67	6	8174	68	ANIM_BIPED_CHICKEN_PECK	ANIM_BIPED_CHICKEN_PECK
68	5	48081	69	MESH_CREATURE_NEW_CHICKEN_01	MESH_CREATURE_NEW_CHICKEN_01
69	5	48081	70	MESH_CREATURE_NEW_CHICKEN_02	MESH_CREATURE_NEW_CHICKEN_02
70	5	48081	71	MESH_CREATURE_NEW_CHICKEN_03	MESH_CREATURE_NEW_CHICKEN_03
71	5	48081	72	MESH_CREATURE_NEW_CHICKEN_04	MESH_CREATURE_NEW_CHICKEN_04
72	6	4805	73	ANIM_CREATURE_CHICKEN_NEW_FLY_01	ANIM_CREATURE_CHICKEN_NEW_FLY_01
73	6	4628	74	ANIM_CREATURE_CHICKEN_NEW_IDLE	ANIM_CREATURE_CHICKEN_NEW_IDLE
74	6	10227	75	ANIM_CREATURE_CHICKEN_NEW_IDLE_01	ANIM_CREATURE_CHICKEN_NEW_IDLE_01
75	6	14606	76	ANIM_CREATURE_CHICKEN_NEW_IDLE_02	ANIM_CREATURE_CHICKEN_NEW_IDLE_02
76	6	24782	77	ANIM_CREATURE_CHICKEN_NEW_LAY_EGG	ANIM_CREATURE_CHICKEN_NEW_LAY_EGG
77	6	21381	78	ANIM_CREATURE_CHICKEN_NEW_PECK	ANIM_CREATURE_CHICKEN_NEW_PECK
78	6	8464	79	ANIM_CREATURE_CHICKEN_NEW_WALK_01	ANIM_CREATURE_CHICKEN_NEW_WALK_01
79	6	1307	80	ANIM_CREATURE_CHICKEN_NEW_DEAD	ANIM_CREATURE_CHICKEN_NEW_DEAD
80	6	8545	81	ANIM_CREATURE_CHICKEN_NEW_DEATH	ANIM_CREATURE_CHICKEN_NEW_DEATH
81	6	2426	82	ANIM_CREATURE_CHICKEN_NEW_FRONT_HIT	ANIM_CREATURE_CHICKEN_NEW_FRONT_HIT
82	5	18273	83	MESH_CREATURE_CHICK	MESH_CREATURE_CHICK
83	6	960	84	ANIM_CREATURE_CHICK_IDLE_01	ANIM_CREATURE_CHICK_IDLE_01
84	6	1100	85	ANIM_CREATURE_CHICK_IDLE_02	ANIM_CREATURE_CHICK_IDLE_02
85	6	2135	86	ANIM_CREATURE_CHICK_IDLE_03	ANIM_CREATURE_CHICK_IDLE_03
86	6	1710	87	ANIM_CREATURE_CHICK_IDLE_04	ANIM_CREATURE_CHICK_IDLE_04
87	6	1350	88	ANIM_CREATURE_CHICK_WALK	ANIM_CREATURE_CHICK_WALK
88	6	1149	89	ANIM_CREATURE_CHICK_RUN	ANIM_CREATURE_CHICK_RUN
89	6	557	90	ANIM_CREATURE_CHICK_DEAD	ANIM_CREATURE_CHICK_DEAD
90	6	1617	91	ANIM_CREATURE_CHICK_DEATH	ANIM_CREATURE_CHICK_DEATH
91	6	1628	92	ANIM_CREATURE_CHICK_FRONT_HIT	ANIM_CREATURE_CHICK_FRONT_HIT
92	6	1742	93	ANIM_CREATURE_CHICK_FRONT_HIT_02	ANIM_CREATURE_CHICK_FRONT_HIT_02
93	1	4145	94	MESH_BIPED_EYE_BROWN	MESH_BIPED_EYE_BROWN
94	7	948	95	ANIM_NEW_HERO_FACIAL_OH	ANIM_NEW_HERO_FACIAL_OH
95	7	954	96	ANIM_NEW_HERO_FACIAL_SZ	ANIM_NEW_HERO_FACIAL_SZ
96	7	1995	97	ANIM_NEW_HERO_FACIAL_IDLE_01	ANIM_NEW_HERO_FACIAL_IDLE_01
97	7	2510	98	ANIM_NEW_HERO_FACIAL_IDLE_02	ANIM_NEW_HERO_FACIAL_IDLE_02
98	7	1207	99	ANIM_NEW_HERO_FACIAL_IDLE_03	ANIM_NEW_HERO_FACIAL_IDLE_03
99	7	1384	100	ANIM_NEW_HERO_FACIAL_IDLE_04	ANIM_NEW_HERO_FACIAL_IDLE_04
100	7	2068	101	ANIM_NEW_HERO_FACIAL_IDLE_05	ANIM_NEW_HERO_FACIAL_IDLE_05
101	7	2792	102	ANIM_NEW_HERO_FACIAL_IDLE_07	ANIM_NEW_HERO_FACIAL_IDLE_07
102	7	4118	103	ANIM_NEW_HERO_FACIAL_IDLE_08	ANIM_NEW_HERO_FACIAL_IDLE_08
103	7	1438	104	ANIM_NEW_HERO_FACIAL_IDLE_09	ANIM_NEW_HERO_FACIAL_IDLE_09
104	7	2531	105	ANIM_NEW_HERO_FACIAL_IDLE_10	ANIM_NEW_HERO_FACIAL_IDLE_10
105	7	3716	106	ANIM_NEW_HERO_FACIAL_IDLE_ACT_02	ANIM_NEW_HERO_FACIAL_IDLE_ACT_02
106	7	4139	107	ANIM_NEW_HERO_FACIAL_IDLE_ACT_03	ANIM_NEW_HERO_FACIAL_IDLE_ACT_03
107	7	1060	108	ANIM_NEW_HERO_FACIAL_LVL_2_CONFUSED_01	ANIM_NEW_HERO_FACIAL_LVL_2_CONFUSED_01
108	7	1108	109	ANIM_NEW_HERO_FACIAL_LVL_2_ANNOYED	ANIM_NEW_HERO_FACIAL_LVL_2_ANNOYED
109	7	1114	110	ANIM_NEW_HERO_FACIAL_LVL_2_FURIOUS	ANIM_NEW_HERO_FACIAL_LVL_2_FURIOUS
110	7	1005	111	ANIM_NEW_HERO_FACIAL_LVL_2_TIRED	ANIM_NEW_HERO_FACIAL_LVL_2_TIRED
111	7	1091	112	ANIM_NEW_HERO_FACIAL_LVL_2_SAD	ANIM_NEW_HERO_FACIAL_LVL_2_SAD
112	7	1093	113	ANIM_NEW_HERO_FACIAL_LVL_2_DEVASTATED	ANIM_NEW_HERO_FACIAL_LVL_2_DEVASTATED
113	7	1052	114	ANIM_NEW_HERO_FACIAL_LVL_2_SCARED	ANIM_NEW_HERO_FACIAL_LVL_2_SCARED
114	7	1105	115	ANIM_NEW_HERO_FACIAL_LVL_2_TERRIFIED	ANIM_NEW_HERO_FACIAL_LVL_2_TERRIFIED
115	7	1034	116	ANIM_NEW_HERO_FACIAL_LVL_1_FURTIVE	ANIM_NEW_HERO_FACIAL_LVL_1_FURTIVE
116	7	1123	117	ANIM_NEW_HERO_FACIAL_LVL_1_SMIRK	ANIM_NEW_HERO_FACIAL_LVL_1_SMIRK
117	7	1075	118	ANIM_NEW_HERO_FACIAL_LVL_1_SERIOUS	ANIM_NEW_HERO_FACIAL_LVL_1_SERIOUS
118	7	954	119	ANIM_NEW_HERO_FACIAL_SQUINT	ANIM_NEW_HERO_FACIAL_SQUINT
119	1	6060	120	MESH_HERO_EYE	MESH_HERO_EYE
120	1	11401	121	MESH_HERO_WEAPON_SMALL	MESH_HERO_WEAPON_SMALL
121	1	14787	122	MESH_HERO_FOLDED_TROUSER_STANDARD	MESH_HERO_FOLDED_TROUSER_STANDARD
122	1	17403	123	MESH_HERO_FOLDED_TROUSER_STEALTH	MESH_HERO_FOLDED_TROUSER_STEALTH
123	1	9064	124	MESH_HERO_FOLDED_SHIRT_STANDARD	MESH_HERO_FOLDED_SHIRT_STANDARD
124	1	14587	125	MESH_HERO_FOLDED_SHIRT_STEALTH	MESH_HERO_FOLDED_SHIRT_STEALTH
125	1	24868	126	MESH_HERO_FOLDED_GLOVES_STANDARD	MESH_HERO_FOLDED_GLOVES_STANDARD
126	1	45496	127	MESH_HERO_FOLDED_GLOVES_STEALTH	MESH_HERO_FOLDED_GLOVES_STEALTH
127	1	16166	128	MESH_HERO_FOLDED_BANDAGES_STANDARD	MESH_HERO_FOLDED_BANDAGES_STANDARD
128	1	97376	129	MESH_HERO_FOLDED_BOOTS_STANDARD	MESH_HERO_FOLDED_BOOTS_STANDARD
129	1	92007	130	MESH_HERO_FOLDED_BOOTS_STEALTH	MESH_HERO_FOLDED_BOOTS_STEALTH
130	1	23472	131	MESH_HERO_FOLDED_TROUSER_ARMOUR	MESH_HERO_FOLDED_TROUSER_ARMOUR
131	1	38241	132	MESH_HERO_FOLDED_SHIRT_ARMOUR	MESH_HERO_FOLDED_SHIRT_ARMOUR
132	1	33717	133	MESH_HERO_FOLDED_GLOVES_ARMOUR	MESH_HERO_FOLDED_GLOVES_ARMOUR
133	1	50716	134	MESH_HERO_FOLDED_BOOTS_ARMOUR	MESH_HERO_FOLDED_BOOTS_ARMOUR
134	5	1201	135	MESH_CREATURE_BUTTERFLY_TORTOISESHELL	MESH_CREATURE_BUTTERFLY_TORTOISESHELL
135	5	1195	136	MESH_CREATURE_BUTTERFLY_COMMONBLUE	MESH_CREATURE_BUTTERFLY_COMMONBLUE
136	6	435	137	ANIM_CREATURE_BUTTERFLY_FLY	ANIM_CREATURE_BUTTERFLY_FLY
137	6	881	138	ANIM_CREATURE_BUTTERFLY_IDLE	ANIM_CREATURE_BUTTERFLY_IDLE
138	6	2383	139	ANIM_CREATURE_SPARROW_FLY	ANIM_CREATURE_SPARROW_FLY
139	6	1898	140	ANIM_CREATURE_SPARROW_GLIDE	ANIM_CREATURE_SPARROW_GLIDE
140	6	4638	141	ANIM_CREATURE_SPARROW_HOP	ANIM_CREATURE_SPARROW_HOP
141	6	1340	142	ANIM_CREATURE_SPARROW_IDLE_01	ANIM_CREATURE_SPARROW_IDLE_01
142	6	1390	143	ANIM_CREATURE_SPARROW_IDLE_02	ANIM_CREATURE_SPARROW_IDLE_02
143	6	2065	144	ANIM_CREATURE_SPARROW_IDLE_03	ANIM_CREATURE_SPARROW_IDLE_03
144	6	2065	145	ANIM_CREATURE_SPARROW_IDLE_04	ANIM_CREATURE_SPARROW_IDLE_04
145	6	1845	146	ANIM_CREATURE_SPARROW_PECK	ANIM_CREATURE_SPARROW_PECK
146	6	1878	147	ANIM_CREATURE_SPARROW_RUN	ANIM_CREATURE_SPARROW_RUN
147	6	13082	148	ANIM_CREATURE_SPARROW_SHOT_DEAD	ANIM_CREATURE_SPARROW_SHOT_DEAD
148	6	1319	149	ANIM_CREATURE_SPARROW_DEAD	ANIM_CREATURE_SPARROW_DEAD
149	5	42309	150	MESH_CREATURE_RAVEN	MESH_CREATURE_RAVEN
150	5	188700	151	MESH_CREATURE_GOBLIN	MESH_CREATURE_GOBLIN
151	6	13766	152	ANIM_CREATURE_GOBLIN_ATTACK_01	ANIM_CREATURE_GOBLIN_ATTACK_01
152	6	68162	153	ANIM_CREATURE_BALVERINE_HOWL	ANIM_CREATURE_BALVERINE_HOWL
153	6	68894	154	ANIM_CREATURE_BALVERINE_LOOK_AROUND	ANIM_CREATURE_BALVERINE_LOOK_AROUND
154	2	2581	155	MESH_GRASSBLADES_01	MESH_GRASSBLADES_01
155	2	2583	156	MESH_GRASSBLADES_02	MESH_GRASSBLADES_02
156	2	2583	157	MESH_GRASSBLADES_03	MESH_GRASSBLADES_03
157	2	2583	158	MESH_GRASSBLADES_04	MESH_GRASSBLADES_04
158	2	37055	159	MESH_BRAMBLE_01	MESH_BRAMBLE_01
159	3	7016	160	MESH_FEATURE_HOLLOWSTUMP_01[PHYSICS]	MESH_FEATURE_HOLLOWSTUMP_01[PHYSICS]
160	1	9480	161	MESH_FEATURE_HOLLOWSTUMP_01	MESH_FEATURE_HOLLOWSTUMP_01
161	3	516	162	MESH_FEATURE_BOX[PHYSICS]	MESH_FEATURE_BOX[PHYSICS]
162	1	1914	163	MESH_FEATURE_BOX	MESH_FEATURE_BOX
163	3	1626	164	MESH_WELL_STONE_CIRCLE[PHYSICS]	MESH_WELL_STONE_CIRCLE[PHYSICS]
164	1	31722	165	MESH_WELL_STONE_CIRCLE	MESH_WELL_STONE_CIRCLE
165	1	9656	166	MESH_OBJECT_HOLY_START	MESH_OBJECT_HOLY_START
166	1	2244	167	MESH_OBJECT_POINTER	MESH_OBJECT_POINTER
167	3	641	168	MESH_OBJECT_BARREL[PHYSICS]	MESH_OBJECT_BARREL[PHYSICS]
168	1	5289	169	MESH_OBJECT_BARREL	MESH_OBJECT_BARREL
169	3	641	170	MESH_OBJECT_CLOTHING_BARREL[PHYSICS]	MESH_OBJECT_CLOTHING_BARREL[PHYSICS]
170	1	5384	171	MESH_OBJECT_CLOTHING_BARREL	MESH_OBJECT_CLOTHING_BARREL
171	3	992	172	MESH_OBJECT_BRAZIER_TORCH_LIT[PHYSICS]	MESH_OBJECT_BRAZIER_TORCH_LIT[PHYSICS]
172	1	9562	173	MESH_OBJECT_BRAZIER_TORCH_LIT	MESH_OBJECT_BRAZIER_TORCH_LIT
173	3	992	174	MESH_OBJECT_BRAZIER_TORCH_UNLIT[PHYSICS]	MESH_OBJECT_BRAZIER_TORCH_UNLIT[PHYSICS]
174	1	9492	175	MESH_OBJECT_BRAZIER_TORCH_UNLIT	MESH_OBJECT_BRAZIER_TORCH_UNLIT
175	3	456	176	MESH_OBJECT_ROPEFENCE[PHYSICS]	MESH_OBJECT_ROPEFENCE[PHYSICS]
176	1	4873	177	MESH_OBJECT_ROPEFENCE	MESH_OBJECT_ROPEFENCE
177	1	1985	178	MESH_OBJECT_ROPEPOST	MESH_OBJECT_ROPEPOST
178	3	525	179	MESH_OBJECT_RAILING_MID[PHYSICS]	MESH_OBJECT_RAILING_MID[PHYSICS]
179	1	1513	180	MESH_OBJECT_RAILING_MID	MESH_OBJECT_RAILING_MID
180	3	525	181	MESH_OBJECT_RAILING_END[PHYSICS]	MESH_OBJECT_RAILING_END[PHYSICS]
181	1	1473	182	MESH_OBJECT_RAILING_END	MESH_OBJECT_RAILING_END
182	3	504	183	MESH_OBJECT_WAGON[PHYSICS]	MESH_OBJECT_WAGON[PHYSICS]
183	1	21920	184	MESH_OBJECT_WAGON	MESH_OBJECT_WAGON
184	3	482	185	MESH_OBJECT_WATCHPOST_01[PHYSICS]	MESH_OBJECT_WATCHPOST_01[PHYSICS]
185	1	66929	186	MESH_OBJECT_WATCHPOST_01	MESH_OBJECT_WATCHPOST_01
186	3	3180	187	MESH_OLD_VILLAGE_BRIDGE[PHYSICS]	MESH_OLD_VILLAGE_BRIDGE[PHYSICS]
187	1	6332	188	MESH_OLD_VILLAGE_BRIDGE	MESH_OLD_VILLAGE_BRIDGE
188	3	1267	189	MESH_OLD_VILLAGE_SIGN[PHYSICS]	MESH_OLD_VILLAGE_SIGN[PHYSICS]
189	1	3315	190	MESH_OLD_VILLAGE_SIGN	MESH_OLD_VILLAGE_SIGN
190	3	2019	191	MESH_OLD_VILLAGE_WELL[PHYSICS]	MESH_OLD_VILLAGE_WELL[PHYSICS]
191	1	13864	192	MESH_OLD_VILLAGE_WELL	MESH_OLD_VILLAGE_WELL
192	3	2433	193	MESH_OBJECT_PLINTH_01[PHYSICS]	MESH_OBJECT_PLINTH_01[PHYSICS]
193	1	2465	194	MESH_OBJECT_PLINTH_01	MESH_OBJECT_PLINTH_01
194	3	904	195	MESH_OBJECT_CHAIR_01[PHYSICS]	MESH_OBJECT_CHAIR_01[PHYSICS]
195	1	13082	196	MESH_OBJECT_CHAIR_01	MESH_OBJECT_CHAIR_01
196	1	12196	197	MESH_OBJECT_CANDLES	MESH_OBJECT_CANDLES
197	6	578	198	ANIM_OBJECT_CABINET_TALL_GET_BOY	ANIM_OBJECT_CABINET_TALL_GET_BOY
198	6	468	199	ANIM_OBJECT_CABINET_TALL_PUT_BOY	ANIM_OBJECT_CABINET_TALL_PUT_BOY
199	1	5743	200	MESH_OBJECT_CRATE_MOVE	MESH_OBJECT_CRATE_MOVE
200	3	2294	201	MESH_OBJECT_CRATE_PILE[PHYSICS]	MESH_OBJECT_CRATE_PILE[PHYSICS]
201	1	2611	202	MESH_OBJECT_CRATE_PILE	MESH_OBJECT_CRATE_PILE
202	3	5303	203	MESH_OBJECT_CABINET_SMALL_ON[PHYSICS]	MESH_OBJECT_CABINET_SMALL_ON[PHYSICS]
203	1	15144	204	MESH_OBJECT_CABINET_SMALL_ON	MESH_OBJECT_CABINET_SMALL_ON
204	3	5303	205	MESH_OBJECT_TABLE_SMALL[PHYSICS]	MESH_OBJECT_TABLE_SMALL[PHYSICS]
205	1	6773	206	MESH_OBJECT_TABLE_SMALL	MESH_OBJECT_TABLE_SMALL
206	1	9405	207	MESH_OBJECT_VASE_03	MESH_OBJECT_VASE_03
207	1	5648	208	MESH_OBJECT_VASE_02	MESH_OBJECT_VASE_02
208	1	3490	209	MESH_OBJECT_SPOON	MESH_OBJECT_SPOON
209	1	15267	210	MESH_OBJECT_POT_01	MESH_OBJECT_POT_01
210	1	6143	211	MESH_OBJECT_VASE_01	MESH_OBJECT_VASE_01
211	1	3497	212	MESH_OBJECT_POT_03	MESH_OBJECT_POT_03
212	1	5056	213	MESH_OBJECT_POT_04	MESH_OBJECT_POT_04
213	1	1189	214	MESH_OBJECT_PLATE	MESH_OBJECT_PLATE
214	1	6611	215	MESH_OBJECT_KETTLE_01	MESH_OBJECT_KETTLE_01
215	1	4176	216	MESH_OBJECT_JAR	MESH_OBJECT_JAR
216	3	1178	217	MESH_OBJECT_HOPSCOTCH_BOARD[PHYSICS]	MESH_OBJECT_HOPSCOTCH_BOARD[PHYSICS]
217	1	11331	218	MESH_OBJECT_HOPSCOTCH_BOARD	MESH_OBJECT_HOPSCOTCH_BOARD
218	3	513	219	MESH_OBJECT_WALL_R_01[PHYSICS]	MESH_OBJECT_WALL_R_01[PHYSICS]
219	1	5258	220	MESH_OBJECT_WALL_R_01	MESH_OBJECT_WALL_R_01
220	3	513	221	MESH_OBJECT_WALL_R_02[PHYSICS]	MESH_OBJECT_WALL_R_02[PHYSICS]
221	1	5234	222	MESH_OBJECT_WALL_R_02	MESH_OBJECT_WALL_R_02
222	3	614	223	MESH_OBJECT_WALL_R_BROKEN_01[PHYSICS]	MESH_OBJECT_WALL_R_BROKEN_01[PHYSICS]
223	1	7468	224	MESH_OBJECT_WALL_R_BROKEN_01	MESH_OBJECT_WALL_R_BROKEN_01
224	3	505	225	MESH_OBJECT_WALL_R_END_01[PHYSICS]	MESH_OBJECT_WALL_R_END_01[PHYSICS]
225	1	3486	226	MESH_OBJECT_WALL_R_END_01	MESH_OBJECT_WALL_R_END_01
226	3	589	227	MESH_OBJECT_RAILING_01[PHYSICS]	MESH_OBJECT_RAILING_01[PHYSICS]
227	1	22727	228	MESH_OBJECT_RAILING_01	MESH_OBJECT_RAILING_01
