"family_index","family_name","object_index","object_name","weight","weight_total"
"2828","REWARD_BANDIT_03","4648","OBJECT_GOLD_20","150","950"
"2828","REWARD_BANDIT_03","4649","OBJECT_GOLD_50","50","950"
"2828","REWARD_BANDIT_03","4290","OBJECT_DYNAMIC_POTION_DUMMY","60","950"
"2828","REWARD_BANDIT_03","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","50","950"
"2828","REWARD_BANDIT_03","4284","OBJECT_RED_MEAT_01","100","950"
"2828","REWARD_BANDIT_03","4289","OBJECT_CRUNCHY_CHICK","40","950"
"2828","REWARD_BANDIT_03","0","","100","950"
"2828","REWARD_BANDIT_03","0","","400","950"
"2829","REWARD_BANDIT_LEADER_01","4648","OBJECT_GOLD_20","150","1000"
"2829","REWARD_BANDIT_LEADER_01","4649","OBJECT_GOLD_50","50","1000"
"2829","REWARD_BANDIT_LEADER_01","4290","OBJECT_DYNAMIC_POTION_DUMMY","150","1000"
"2829","REWARD_BANDIT_LEADER_01","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","150","1000"
"2829","REWARD_BANDIT_LEADER_01","0","","100","1000"
"2829","REWARD_BANDIT_LEADER_01","0","","400","1000"
"2830","REWARD_BANDIT_LEADER_02","4649","OBJECT_GOLD_50","150","1000"
"2830","REWARD_BANDIT_LEADER_02","4650","OBJECT_GOLD_100","50","1000"
"2830","REWARD_BANDIT_LEADER_02","4290","OBJECT_DYNAMIC_POTION_DUMMY","200","1000"
"2830","REWARD_BANDIT_LEADER_02","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","1000"
"2830","REWARD_BANDIT_LEADER_02","0","","100","1000"
"2830","REWARD_BANDIT_LEADER_02","0","","400","1000"
"2831","REWARD_BANDIT_LEADER_03","4650","OBJECT_GOLD_100","150","1000"
"2831","REWARD_BANDIT_LEADER_03","4651","OBJECT_GOLD_250","50","1000"
"2831","REWARD_BANDIT_LEADER_03","4290","OBJECT_DYNAMIC_POTION_DUMMY","250","1000"
"2831","REWARD_BANDIT_LEADER_03","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","50","1000"
"2831","REWARD_BANDIT_LEADER_03","0","","100","1000"
"2831","REWARD_BANDIT_LEADER_03","0","","400","1000"
"2832","REWARD_WASP_01","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","800"
"2832","REWARD_WASP_01","0","","350","800"
"2832","REWARD_WASP_01","0","","400","800"
"2833","REWARD_WASP_02","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","800"
"2833","REWARD_WASP_02","0","","350","800"
"2833","REWARD_WASP_02","0","","400","800"
"2834","REWARD_WASP_03","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","800"
"2834","REWARD_WASP_03","0","","350","800"
"2834","REWARD_WASP_03","0","","400","800"
"2835","REWARD_BEETLE_01","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","800"
"2835","REWARD_BEETLE_01","0","","350","800"
"2835","REWARD_BEETLE_01","0","","400","800"
"2836","REWARD_BEETLE_02","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","800"
"2836","REWARD_BEETLE_02","0","","350","800"
"2836","REWARD_BEETLE_02","0","","400","800"
"2837","REWARD_BALVERINE_01","4290","OBJECT_DYNAMIC_POTION_DUMMY","40","800"
"2837","REWARD_BALVERINE_01","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","800"
"2837","REWARD_BALVERINE_01","4284","OBJECT_RED_MEAT_01","160","800"
"2837","REWARD_BALVERINE_01","0","","100","800"
"2837","REWARD_BALVERINE_01","0","","400","800"
"2838","REWARD_BALVERINE_02","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","900"
"2838","REWARD_BALVERINE_02","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","900"
"2838","REWARD_BALVERINE_02","4284","OBJECT_RED_MEAT_01","350","900"
"2838","REWARD_BALVERINE_02","0","","400","900"
"2839","REWARD_NYMPH_01","4290","OBJECT_DYNAMIC_POTION_DUMMY","380","900"
"2839","REWARD_NYMPH_01","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","900"
"2839","REWARD_NYMPH_01","4442","OBJECT_GEMSTONE_EMERALD","20","900"
"2839","REWARD_NYMPH_01","0","","400","900"
"2840","REWARD_NYMPH_02","4290","OBJECT_DYNAMIC_POTION_DUMMY","360","900"
"2840","REWARD_NYMPH_02","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","900"
"2840","REWARD_NYMPH_02","4444","OBJECT_GEMSTONE_SAPPHIRE","40","900"
"2840","REWARD_NYMPH_02","0","","400","900"
"2841","REWARD_NYMPH_03","4290","OBJECT_DYNAMIC_POTION_DUMMY","350","900"
"2841","REWARD_NYMPH_03","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","900"
"2841","REWARD_NYMPH_03","4445","OBJECT_GEMSTONE_JET","50","900"
"2841","REWARD_NYMPH_03","0","","400","900"
"2842","REWARD_TROLL_01","4290","OBJECT_DYNAMIC_POTION_DUMMY","100","300"
"2842","REWARD_TROLL_01","4443","OBJECT_GEMSTONE_RUBY","200","300"
"2843","REWARD_TROLL_02","4290","OBJECT_DYNAMIC_POTION_DUMMY","100","350"
"2843","REWARD_TROLL_02","4443","OBJECT_GEMSTONE_RUBY","200","350"
"2843","REWARD_TROLL_02","4445","OBJECT_GEMSTONE_JET","50","350"
"2844","REWARD_TROLL_03","4290","OBJECT_DYNAMIC_POTION_DUMMY","100","300"
"2844","REWARD_TROLL_03","4441","OBJECT_GEMSTONE_DIAMOND","200","300"
"2845","REWARD_HOBBE_01","4646","OBJECT_GOLD_5","150","1050"
"2845","REWARD_HOBBE_01","4647","OBJECT_GOLD_10","50","1050"
"2845","REWARD_HOBBE_01","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","1050"
"2845","REWARD_HOBBE_01","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","150","1050"
"2845","REWARD_HOBBE_01","4284","OBJECT_RED_MEAT_01","150","1050"
"2845","REWARD_HOBBE_01","0","","100","1050"
"2845","REWARD_HOBBE_01","0","","400","1050"
"2846","REWARD_HOBBE_02","4646","OBJECT_GOLD_5","150","1050"
"2846","REWARD_HOBBE_02","4647","OBJECT_GOLD_10","50","1050"
"2846","REWARD_HOBBE_02","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","1050"
"2846","REWARD_HOBBE_02","4293","OBJECT_MANA_POTION","50","1050"
"2846","REWARD_HOBBE_02","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","150","1050"
"2846","REWARD_HOBBE_02","4279","OBJECT_FISH_CARP_MEDIUM_01","100","1050"
"2846","REWARD_HOBBE_02","0","","100","1050"
"2846","REWARD_HOBBE_02","0","","400","1050"
"2847","REWARD_HOBBE_03","4647","OBJECT_GOLD_10","150","1000"
"2847","REWARD_HOBBE_03","4648","OBJECT_GOLD_20","50","1000"
"2847","REWARD_HOBBE_03","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","1000"
"2847","REWARD_HOBBE_03","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","1000"
"2847","REWARD_HOBBE_03","4284","OBJECT_RED_MEAT_01","150","1000"
"2847","REWARD_HOBBE_03","0","","100","1000"
"2847","REWARD_HOBBE_03","0","","400","1000"
"2848","REWARD_HOBBE_04","4647","OBJECT_GOLD_10","100","1000"
"2848","REWARD_HOBBE_04","4648","OBJECT_GOLD_20","100","1000"
"2848","REWARD_HOBBE_04","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","1000"
"2848","REWARD_HOBBE_04","4293","OBJECT_MANA_POTION","50","1000"
"2848","REWARD_HOBBE_04","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","1000"
"2848","REWARD_HOBBE_04","4279","OBJECT_FISH_CARP_MEDIUM_01","100","1000"
"2848","REWARD_HOBBE_04","0","","100","1000"
"2848","REWARD_HOBBE_04","0","","400","1000"
"2849","REWARD_HOBBE_05","4648","OBJECT_GOLD_20","150","1000"
"2849","REWARD_HOBBE_05","4649","OBJECT_GOLD_50","50","1000"
"2849","REWARD_HOBBE_05","4290","OBJECT_DYNAMIC_POTION_DUMMY","60","1000"
"2849","REWARD_HOBBE_05","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","1000"
"2849","REWARD_HOBBE_05","4284","OBJECT_RED_MEAT_01","140","1000"
"2849","REWARD_HOBBE_05","0","","100","1000"
"2849","REWARD_HOBBE_05","0","","400","1000"
"2850","REWARD_UNDEAD_01","4647","OBJECT_GOLD_10","150","1000"
"2850","REWARD_UNDEAD_01","4648","OBJECT_GOLD_20","50","1000"
"2850","REWARD_UNDEAD_01","4290","OBJECT_DYNAMIC_POTION_DUMMY","50","1000"
"2850","REWARD_UNDEAD_01","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","1000"
"2850","REWARD_UNDEAD_01","0","","250","1000"
"2850","REWARD_UNDEAD_01","0","","400","1000"
"2851","REWARD_UNDEAD_02","4648","OBJECT_GOLD_20","150","975"
"2851","REWARD_UNDEAD_02","4649","OBJECT_GOLD_50","50","975"
"2851","REWARD_UNDEAD_02","4290","OBJECT_DYNAMIC_POTION_DUMMY","60","975"
"2851","REWARD_UNDEAD_02","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","75","975"
"2851","REWARD_UNDEAD_02","0","","240","975"
"2851","REWARD_UNDEAD_02","0","","400","975"
"2852","REWARD_UNDEAD_03","4649","OBJECT_GOLD_50","150","950"
"2852","REWARD_UNDEAD_03","4650","OBJECT_GOLD_100","50","950"
"2852","REWARD_UNDEAD_03","4290","OBJECT_DYNAMIC_POTION_DUMMY","100","950"
"2852","REWARD_UNDEAD_03","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","50","950"
"2852","REWARD_UNDEAD_03","0","","200","950"
"2852","REWARD_UNDEAD_03","0","","400","950"
"2853","REWARD_MINION_01","4649","OBJECT_GOLD_50","150","850"
"2853","REWARD_MINION_01","4650","OBJECT_GOLD_100","50","850"
"2853","REWARD_MINION_01","4290","OBJECT_DYNAMIC_POTION_DUMMY","100","850"
"2853","REWARD_MINION_01","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","150","850"
"2853","REWARD_MINION_01","0","","400","850"
"2854","REWARD_MINION_02","4649","OBJECT_GOLD_50","150","900"
"2854","REWARD_MINION_02","4650","OBJECT_GOLD_100","50","900"
"2854","REWARD_MINION_02","4290","OBJECT_DYNAMIC_POTION_DUMMY","150","900"
"2854","REWARD_MINION_02","4293","OBJECT_MANA_POTION","50","900"
"2854","REWARD_MINION_02","4291","OBJECT_DYNAMIC_RESURRECTION_DUMMY","100","900"
"2854","REWARD_MINION_02","0","","400","900"
"2855","REWARD_SCORPION_01","0","","1","1"
