quest_name	id	master	allocFunc	dataAlloc	section
V_MurderTwist	1	0	NScript::CQ_GuildTrainingWillScript::Alloc	pSunnyvaleDataAlloc_func	S_VMT
V_MurderTwistFinal	1	0	(code *)&LAB_00eb6a60	pSunnyvaleDataAlloc_func	S_VMTF
V_MayorsInvitation	1	0	NScript::CQ_PrisonWardenGameScript::Alloc	pSunnyvaleDataAlloc_func	S_VMI
V_Oracle	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	S_VO
V_ParanoidWhispers	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	S_VPW
V_PicnicAreaAfterWaspBoss	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	S_VPAAWB
V_RandomPopulationSim	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	S_VRPS
V_RockTrollFirstEncounter	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	S_VRTFE
V_SickChild	1	0	(code *)&LAB_00ed0e00	pSunnyvaleDataAlloc_func	S_VSC
V_SingingStones	1	0	(code *)&LAB_00ed39a0	pSunnyvaleDataAlloc_func	S_VSS
V_StatueMaster	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	S_VSM
V_SwordInTheStone	1	0	(code *)&LAB_00ed75f0	pSunnyvaleDataAlloc_func	S_VSITS
V_TalentlessBard	1	0	(code *)&LAB_00edacc0	pSunnyvaleDataAlloc_func	S_VTB
V_TourGuide	1	0	(code *)&LAB_00ee6c00	pSunnyvaleDataAlloc_func	S_VTG
V_TempleOfLight	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	S_VTOL
V_TravellingHeroes	1	0	(code *)&LAB_00ee40a0	pSunnyvaleDataAlloc_func	S_VTH
V_TrophyDealer	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	S_VTD
Global_WatchForHeroDeath	1	0	(code *)&LAB_00ee90a0	(code *)0x0	
Global_DebugCycleThroughSpeech	1	0	(code *)&LAB_00ee9450	(code *)0x0	
Expression_Fish	1	0	(code *)&LAB_00ee9f00	(code *)0x0	
Expression_Follow	1	0	(code *)&LAB_00eea3e0	(code *)0x0	
Expression_Wait	1	0	(code *)&LAB_00eea740	(code *)0x0	
Expression_Dig	1	0	(code *)&LAB_00eeae70	(code *)0x0	
Expression_Pickpocket	1	0	(code *)&LAB_00eeb730	(code *)0x0	
Expression_Picklock	1	0	(code *)&LAB_00eebd70	(code *)0x0	
Expression_Steal	1	0	(code *)&LAB_00eec390	(code *)0x0	
Global_TeleportToHeroGuild	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	
Global_ToggleTimeDisplay	1	0	(code *)&LAB_00eed060	(code *)0x0	
Global_GiveHeroItemsFromRewardChest	1	0	(code *)&LAB_00eec750	(code *)0x0	
Global_OpenChest	1	0	(code *)&LAB_00eecea0	(code *)0x0	
CS_OakValeRevisited	1	0	(code *)&LAB_00ee8be0	pSunnyvaleDataAlloc_func	CS_OVR
alextest	1	1	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4a60	
PersonalScript_alextest	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4a60	
DanyalTestScripts	1	1	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4b80	
ProximityPodiumTest	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4b80	
HitSwitchTest	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4b80	
GuildSealTriggerTest	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4b80	
PersonalScript_Aardvark	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4b80	
HeroTurningDebugger	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4b80	
joss_test_scripts	1	1	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4b20	
guy_script	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4b20	
bandit_level_cutscene	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4b20	
Empty	1	1	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
TestTheInventory	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
PersonalScript_Empty	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
TestNewNav1	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
TestNewNav2	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
TestNewNav3	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
TestNewNav4	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
TestNewNav5	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
TestQuestCard1	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
TestQuestCard2	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
TestQuestCard3	1	0	NCreatureAction::CActionEventShot::Alloc	(code *)&LAB_00cd4ac0	
MarkTestScripts	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	
BenTestScripts	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	
TonyTestScripts	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	
ShowTargetedThingHealth	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	
OracleMinigameTest	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	
Q_CinemaTest	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	
CS_PlayCutscene	1	0	NCreatureAction::CActionEventShot::Alloc	pSunnyvaleDataAlloc_func	
