x,y,height,theme,strength
20,3,50.7412,GROUND_SPOOKYGROUND,255
21,3,50.728,GROUND_SPOOKYGROUND,255
22,3,50.7275,GROUND_SPOOKYGROUND,255
23,3,50.7144,GROUND_SPOOKYGROUND,255
24,3,50.7321,GROUND_SPOOKYGROUND,255
25,3,50.8688,GROUND_SPOOKYGROUND,255
26,3,50.8363,GROUND_SPOOKYGROUND,255
27,3,50.8769,GROUND_SPOOKYGROUND,255
28,3,50.9665,GROUND_SPOOKYGROUND,255
29,3,51.2179,GROUND_SPOOKYGROUND,255
30,3,51.4412,GROUND_SPOOKYGROUND,255
31,3,51.9908,GROUND_SPOOKYGROUND,255
32,3,52.1639,GROUND_SPOOKYGROUND,255
33,3,52.1931,GROUND_SPOOKYGROUND,255
34,3,52.369,GROUND_SPOOKYGROUND,255
35,3,52.0128,GROUND_SPOOKYGROUND,255
36,3,51.8485,GROUND_SPOOKYGROUND,255
37,3,51.5108,GROUND_SPOOKYGROUND,255
38,3,51.3618,GROUND_SPOOKYGROUND,255
39,3,51.2871,GROUND_SPOOKYGROUND,255
40,3,51.2218,GROUND_SPOOKYGROUND,255
41,3,51.2002,GROUND_SPOOKYGROUND,255
42,3,51.0359,GROUND_SPOOKYGROUND,255
43,3,51.0464,GROUND_SPOOKYGROUND,255
44,3,51.0096,GROUND_SPOOKYGROUND,255
45,3,50.9547,GROUND_SPOOKYGROUND,255
46,3,50.9272,GROUND_SPOOKYGROUND,255
47,3,50.8718,GROUND_SPOOKYGROUND,255
48,3,50.8482,GROUND_SPOOKYGROUND,255
49,3,50.8445,GROUND_SPOOKYGROUND,255
50,3,50.9238,GROUND_SPOOKYGROUND,255
51,3,50.9084,GROUND_SPOOKYGROUND,255
52,3,50.8958,GROUND_SPOOKYGROUND,255
53,3,50.901,GROUND_SPOOKYGROUND,255
54,3,50.9013,GROUND_SPOOKYGROUND,255
55,3,50.9224,GROUND_SPOOKYGROUND,255
56,3,50.9602,GROUND_SPOOKYGROUND,255
57,3,51.0157,GROUND_SPOOKYGROUND,255
58,3,51.0865,GROUND_SPOOKYGROUND,255
59,3,51.2215,GROUND_SPOOKYGROUND,255
60,3,51.3053,GROUND_SPOOKYGROUND,255
61,3,51.4092,GROUND_SPOOKYGROUND,255
62,3,51.6524,GROUND_SPOOKYGROUND,255
63,3,52,GROUND_SPOOKYGROUND,255
64,3,52.1939,GROUND_SPOOKYTREES,255
0,4,49.924,GROUND_SPOOKYGROUND,255
1,4,49.1969,GROUND_SPOOKYGROUND,255
2,4,49.1969,GROUND_SPOOKYGROUND,255
3,4,49.1969,GROUND_SPOOKYGROUND,255
4,4,49.3404,GROUND_SPOOKYGROUND,255
5,4,49.3597,GROUND_SPOOKYGROUND,255
6,4,49.4525,GROUND_SPOOKYGROUND,255
7,4,49.5695,GROUND_SPOOKYGROUND,255
8,4,49.6887,GROUND_SPOOKYGROUND,255
9,4,49.9827,GROUND_SPOOKYGROUND,255
10,4,50.5851,GROUND_SPOOKYGROUND,255
11,4,51.1921,GROUND_SPOOKYGROUND,255
12,4,51.4512,GROUND_SPOOKYGROUND,255
13,4,51.6517,GROUND_SPOOKYGROUND,255
14,4,51.6531,GROUND_SPOOKYGROUND,255
15,4,51.6414,GROUND_SPOOKYGROUND,255
16,4,51.5348,GROUND_SPOOKYGROUND,255
17,4,51.3934,GROUND_SPOOKYGROUND,255
18,4,51.2847,GROUND_SPOOKYGROUND,255
19,4,51.2104,GROUND_SPOOKYGROUND,255
20,4,51.0999,GROUND_SPOOKYGROUND,255
21,4,51.0765,GROUND_SPOOKYGROUND,255
22,4,51.1006,GROUND_SPOOKYGROUND,255
23,4,51.1969,GROUND_SPOOKYGROUND,255
24,4,51.2063,GROUND_SPOOKYGROUND,255
25,4,51.2214,GROUND_SPOOKYGROUND,255
26,4,51.2116,GROUND_SPOOKYGROUND,255
27,4,51.319,GROUND_SPOOKYGROUND,255
28,4,51.3278,GROUND_SPOOKYGROUND,255
29,4,51.5517,GROUND_SPOOKYGROUND,255
30,4,52.2387,GROUND_SPOOKYGROUND,255
31,4,52.6966,GROUND_SPOOKYGROUND,255
32,4,52.9534,GROUND_SPOOKYGROUND,255
33,4,53.0345,GROUND_SPOOKYGROUND,255
34,4,53.026,GROUND_SPOOKYGROUND,255
35,4,52.9134,GROUND_SPOOKYGROUND,255
36,4,52.488,GROUND_SPOOKYGROUND,255
37,4,52.1154,GROUND_SPOOKYGROUND,255
38,4,51.815,GROUND_SPOOKYGROUND,255
39,4,51.798,GROUND_SPOOKYGROUND,255
40,4,51.6401,GROUND_SPOOKYGROUND,255
41,4,51.5525,GROUND_SPOOKYGROUND,255
42,4,51.4877,GROUND_SPOOKYGROUND,255
43,4,51.4208,GROUND_SPOOKYGROUND,255
44,4,51.3667,GROUND_SPOOKYGROUND,255
45,4,51.3207,GROUND_SPOOKYGROUND,255
46,4,51.2479,GROUND_SPOOKYGROUND,255
47,4,51.1976,GROUND_SPOOKYGROUND,255
48,4,51.137,GROUND_SPOOKYGROUND,255
49,4,51.0935,GROUND_SPOOKYGROUND,255
50,4,51.0946,GROUND_SPOOKYGROUND,255
51,4,51.1152,GROUND_SPOOKYGROUND,255
52,4,51.1461,GROUND_SPOOKYGROUND,255
53,4,51.1406,GROUND_SPOOKYGROUND,255
54,4,51.119,GROUND_SPOOKYGROUND,255
55,4,51.1118,GROUND_SPOOKYGROUND,255
56,4,51.1302,GROUND_SPOOKYGROUND,255
57,4,51.1566,GROUND_SPOOKYGROUND,255
58,4,51.2183,GROUND_SPOOKYGROUND,255
59,4,51.3004,GROUND_SPOOKYGROUND,255
60,4,51.3828,GROUND_SPOOKYGROUND,255
61,4,51.5209,GROUND_SPOOKYGROUND,255
62,4,51.7221,GROUND_SPOOKYGROUND,255
63,4,51.8186,GROUND_SPOOKYGROUND,255
64,4,50,GROUND_SPOOKYTREES,255
0,5,49.8276,GROUND_SPOOKYGROUND,255
1,5,49.4501,GROUND_SPOOKYGROUND,255
2,5,49.4975,GROUND_SPOOKYGROUND,255
3,5,49.5449,GROUND_SPOOKYGROUND,255
4,5,49.5924,GROUND_SPOOKYGROUND,255
5,5,49.6398,GROUND_SPOOKYGROUND,255
6,5,49.6872,GROUND_SPOOKYGROUND,255
7,5,49.9096,GROUND_SPOOKYGROUND,255
8,5,50.1657,GROUND_SPOOKYGROUND,255
9,5,50.6972,GROUND_SPOOKYGROUND,255
10,5,51.3145,GROUND_SPOOKYGROUND,255
11,5,51.7423,GROUND_SPOOKYGROUND,255
12,5,52.0035,GROUND_SPOOKYGROUND,255
13,5,52.0192,GROUND_SPOOKYGROUND,255
14,5,52.0666,GROUND_SPOOKYGROUND,255
15,5,51.9818,GROUND_SPOOKYGROUND,255
16,5,51.8073,GROUND_SPOOKYGROUND,255
17,5,51.597,GROUND_SPOOKYGROUND,255
18,5,51.4742,GROUND_SPOOKYGROUND,255
19,5,51.3636,GROUND_SPOOKYGROUND,255
20,5,51.3345,GROUND_SPOOKYGROUND,255
21,5,51.3361,GROUND_SPOOKYGROUND,255
22,5,51.3615,GROUND_SPOOKYGROUND,255
23,5,51.4119,GROUND_SPOOKYGROUND,255
24,5,51.477,GROUND_SPOOKYGROUND,255
25,5,51.5091,GROUND_SPOOKYGROUND,255
26,5,51.6348,GROUND_SPOOKYGROUND,255
27,5,51.6799,GROUND_SPOOKYGROUND,255
28,5,51.9107,GROUND_SPOOKYGROUND,255
29,5,52.1824,GROUND_SPOOKYGROUND,255
30,5,52.7493,GROUND_SPOOKYGROUND,255
31,5,53.2152,GROUND_SPOOKYGROUND,255
32,5,53.4596,GROUND_SPOOKYGROUND,255
33,5,53.4707,GROUND_SPOOKYGROUND,255
34,5,53.4841,GROUND_SPOOKYGROUND,255
35,5,53.5632,GROUND_SPOOKYGROUND,255
36,5,53.3674,GROUND_SPOOKYGROUND,255
37,5,53.0233,GROUND_SPOOKYGROUND,255
38,5,52.5136,GROUND_SPOOKYGROUND,255
39,5,52.3086,GROUND_SPOOKYGROUND,255
40,5,52.1507,GROUND_SPOOKYGROUND,255
41,5,51.9928,GROUND_SPOOKYGROUND,255
42,5,51.8771,GROUND_SPOOKYGROUND,255
43,5,51.777,GROUND_SPOOKYGROUND,255
44,5,51.6888,GROUND_SPOOKYGROUND,255
45,5,51.5841,GROUND_SPOOKYGROUND,255
46,5,51.4913,GROUND_SPOOKYGROUND,255
47,5,51.4244,GROUND_SPOOKYGROUND,255
48,5,51.3863,GROUND_SPOOKYGROUND,255
49,5,51.3319,GROUND_SPOOKYGROUND,255
50,5,51.308,GROUND_SPOOKYGROUND,255
51,5,51.4001,GROUND_SPOOKYGROUND,255
52,5,51.4871,GROUND_SPOOKYGROUND,255
53,5,51.4375,GROUND_SPOOKYGROUND,255
54,5,51.4076,GROUND_SPOOKYGROUND,255
55,5,51.3669,GROUND_SPOOKYGROUND,255
56,5,51.3567,GROUND_SPOOKYGROUND,255
57,5,51.3626,GROUND_SPOOKYGROUND,255
58,5,51.3788,GROUND_SPOOKYGROUND,255
59,5,51.4245,GROUND_SPOOKYGROUND,255
60,5,51.4741,GROUND_SPOOKYGROUND,255
61,5,51.5107,GROUND_SPOOKYGROUND,255
62,5,51.6881,GROUND_SPOOKYGROUND,255
63,5,51.7635,GROUND_SPOOKYGROUND,255
64,5,50,GROUND_SPOOKYTREES,255
0,6,49.7525,GROUND_SPOOKYGROUND,255
1,6,49.9227,GROUND_SPOOKYGROUND,255
2,6,49.9701,GROUND_SPOOKYGROUND,255
3,6,50.0175,GROUND_SPOOKYGROUND,255
4,6,50.065,GROUND_SPOOKYGROUND,255
5,6,50.1124,GROUND_SPOOKYGROUND,255
6,6,50.1598,GROUND_SPOOKYGROUND,255
7,6,50.4163,GROUND_SPOOKYGROUND,255
8,6,50.6215,GROUND_SPOOKYGROUND,255
9,6,51.3343,GROUND_SPOOKYGROUND,255
10,6,51.9067,GROUND_SPOOKYGROUND,255
11,6,52.3969,GROUND_SPOOKYGROUND,255
12,6,52.4444,GROUND_SPOOKYGROUND,255
13,6,52.4918,GROUND_SPOOKYGROUND,255
14,6,52.4632,GROUND_SPOOKYGROUND,255
15,6,52.3413,GROUND_SPOOKYGROUND,255
16,6,52.0906,GROUND_SPOOKYGROUND,255
17,6,51.8447,GROUND_SPOOKYGROUND,255
18,6,51.6707,GROUND_SPOOKYGROUND,255
19,6,51.6305,GROUND_SPOOKYGROUND,255
20,6,51.5507,GROUND_SPOOKYGROUND,255
21,6,51.6217,GROUND_SPOOKYGROUND,255
22,6,51.7001,GROUND_SPOOKYGROUND,255
23,6,51.6899,GROUND_SPOOKYGROUND,255
24,6,51.7868,GROUND_SPOOKYGROUND,255
25,6,52.0135,GROUND_SPOOKYGROUND,255
26,6,52.0846,GROUND_SPOOKYGROUND,255
27,6,52.235,GROUND_SPOOKYGROUND,255
28,6,52.4002,GROUND_SPOOKYGROUND,255
29,6,52.9449,GROUND_SPOOKYGROUND,255
30,6,53.5889,GROUND_SPOOKYGROUND,255
31,6,53.8786,GROUND_SPOOKYGROUND,255
32,6,53.8922,GROUND_SPOOKYGROUND,255
33,6,53.9013,GROUND_SPOOKYGROUND,255
34,6,53.9679,GROUND_SPOOKYGROUND,255
35,6,54.075,GROUND_SPOOKYGROUND,255
36,6,53.9436,GROUND_SPOOKYGROUND,255
37,6,53.5863,GROUND_SPOOKYGROUND,255
38,6,53.1084,GROUND_SPOOKYGROUND,255
39,6,52.777,GROUND_SPOOKYGROUND,255
40,6,52.6613,GROUND_SPOOKYGROUND,255
41,6,52.5034,GROUND_SPOOKYGROUND,255
42,6,52.3455,GROUND_SPOOKYGROUND,255
43,6,52.1876,GROUND_SPOOKYGROUND,255
44,6,52.07,GROUND_SPOOKYGROUND,255
45,6,51.958,GROUND_SPOOKYGROUND,255
46,6,51.8166,GROUND_SPOOKYGROUND,255
47,6,51.7219,GROUND_SPOOKYGROUND,255
48,6,51.6789,GROUND_SPOOKYGROUND,255
49,6,51.6292,GROUND_SPOOKYGROUND,255
50,6,51.6187,GROUND_SPOOKYGROUND,255
51,6,51.7806,GROUND_SPOOKYGROUND,255
52,6,51.8974,GROUND_SPOOKYGROUND,255
53,6,51.8865,GROUND_SPOOKYGROUND,255
54,6,51.8042,GROUND_SPOOKYGROUND,255
55,6,51.7375,GROUND_SPOOKYGROUND,255
56,6,51.6887,GROUND_SPOOKYGROUND,255
57,6,51.6485,GROUND_SPOOKYGROUND,255
58,6,51.6132,GROUND_SPOOKYGROUND,255
59,6,51.6306,GROUND_SPOOKYGROUND,255
60,6,51.6153,GROUND_SPOOKYGROUND,255
61,6,51.6459,GROUND_SPOOKYGROUND,255
62,6,51.7183,GROUND_SPOOKYGROUND,255
63,6,51.6738,GROUND_SPOOKYGROUND,255
64,6,49.752,GROUND_SPOOKYTREES,255
0,7,49.7783,GROUND_SPOOKYGROUND,255
1,7,50.3953,GROUND_SPOOKYGROUND,255
2,7,50.4427,GROUND_SPOOKYGROUND,255
3,7,50.4902,GROUND_SPOOKYGROUND,255
4,7,50.5376,GROUND_SPOOKYGROUND,255
5,7,50.585,GROUND_SPOOKYGROUND,255
6,7,50.6324,GROUND_SPOOKYGROUND,255
7,7,50.9317,GROUND_SPOOKYGROUND,255
8,7,51.4531,GROUND_SPOOKYGROUND,255
9,7,52.0489,GROUND_SPOOKYGROUND,255
10,7,52.5294,GROUND_SPOOKYGROUND,255
11,7,52.8695,GROUND_SPOOKYGROUND,255
12,7,52.917,GROUND_SPOOKYGROUND,255
13,7,52.9308,GROUND_SPOOKYGROUND,255
14,7,52.8773,GROUND_SPOOKYGROUND,255
15,7,52.7178,GROUND_SPOOKYGROUND,255
16,7,52.4053,GROUND_SPOOKYGROUND,255
17,7,52.1533,GROUND_SPOOKYGROUND,255
18,7,51.9324,GROUND_SPOOKYGROUND,255
19,7,51.8788,GROUND_SPOOKYGROUND,255
20,7,51.8618,GROUND_SPOOKYGROUND,255
21,7,51.92,GROUND_SPOOKYGROUND,255
22,7,52.0471,GROUND_SPOOKYGROUND,255
23,7,52.2424,GROUND_SPOOKYGROUND,255
24,7,52.4617,GROUND_SPOOKYGROUND,255
25,7,52.5462,GROUND_SPOOKYGROUND,255
26,7,52.6512,GROUND_SPOOKYGROUND,255
27,7,52.9198,GROUND_SPOOKYGROUND,255
28,7,53.3735,GROUND_SPOOKYGROUND,255
29,7,53.9286,GROUND_SPOOKYGROUND,255
30,7,54.3988,GROUND_SPOOKYGROUND,255
31,7,54.4108,GROUND_SPOOKYGROUND,255
32,7,54.4228,GROUND_SPOOKYGROUND,255
33,7,54.4348,GROUND_SPOOKYGROUND,255
34,7,54.4986,GROUND_SPOOKYGROUND,255
35,7,54.6351,GROUND_SPOOKYGROUND,255
36,7,54.5274,GROUND_SPOOKYGROUND,255
37,7,54.3839,GROUND_SPOOKYGROUND,255
38,7,53.6776,GROUND_SPOOKYGROUND,255
39,7,53.3298,GROUND_SPOOKYGROUND,255
40,7,53.1719,GROUND_SPOOKYGROUND,255
41,7,53.014,GROUND_SPOOKYGROUND,255
42,7,52.8561,GROUND_SPOOKYGROUND,255
43,7,52.6982,GROUND_SPOOKYGROUND,255
44,7,52.5403,GROUND_SPOOKYGROUND,255
45,7,52.3824,GROUND_SPOOKYGROUND,255
46,7,52.2245,GROUND_SPOOKYGROUND,255
47,7,52.1188,GROUND_SPOOKYGROUND,255
48,7,52.0894,GROUND_SPOOKYGROUND,255
49,7,52.0607,GROUND_SPOOKYGROUND,255
50,7,52.0564,GROUND_SPOOKYGROUND,255
51,7,52.233,GROUND_SPOOKYGROUND,255
52,7,52.3865,GROUND_SPOOKYGROUND,255
53,7,52.3753,GROUND_SPOOKYGROUND,255
54,7,52.2859,GROUND_SPOOKYGROUND,255
55,7,52.1966,GROUND_SPOOKYGROUND,255
56,7,52.1072,GROUND_SPOOKYGROUND,255
57,7,52.0178,GROUND_SPOOKYGROUND,255
58,7,51.9689,GROUND_SPOOKYGROUND,255
59,7,51.939,GROUND_SPOOKYGROUND,255
60,7,51.8701,GROUND_SPOOKYGROUND,255
61,7,51.8498,GROUND_SPOOKYGROUND,255
62,7,51.8586,GROUND_SPOOKYGROUND,255
63,7,51.8818,GROUND_SPOOKYGROUND,255
64,7,49.737,GROUND_SPOOKYTREES,255
0,8,50.1317,GROUND_SPOOKYGROUND,255
1,8,50.8679,GROUND_SPOOKYGROUND,255
2,8,50.9153,GROUND_SPOOKYGROUND,255
3,8,50.9628,GROUND_SPOOKYGROUND,255
4,8,51.0102,GROUND_SPOOKYGROUND,255
5,8,51.0576,GROUND_SPOOKYGROUND,255
