category	address	name
archives_formats	018b9150	?Resize@?$CPersistContext_TransferableVector@VCCharString@@@@EAEXJ@Z
archives_formats	018b91e0	?TransferIn@?$CPersistContext_TransferableVector@VCCharString@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	018b9510	?TransferOut@?$CPersistContext_TransferableVector@VCCharString@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	018c3490	?ConsoleSetLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018cccd0	?SetToKillOnLevelUnload@CScriptThing@@UAEX_N@Z
archives_formats	018cff50	?ConsoleSetAllSpellsToLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018cffe0	?ConsoleSetSpellToLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d00e0	?ConsoleSetAllSpellsToNextLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d0150	?ConsoleSetSpellToNextLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d0570	?ConsoleSetHeroStrengthPhysiqueLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d0600	?ConsoleSetHeroStrengthHealthLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d0690	?ConsoleSetHeroStrengthToughnessLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d0720	?ConsoleSetHeroSkillSpeedLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d07b0	?ConsoleSetHeroSkillAccuracyLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d0840	?ConsoleSetHeroSkillStealthLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d08d0	?ConsoleSetHeroWillWeaponMagicLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d0960	?ConsoleSetHeroWillAbilityMagicLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d09f0	?ConsoleSetHeroWillPureMagicLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d0a80	?ConsoleSetHeroWillMagicPowerLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	018d0b10	?ConsoleSetHeroRenownLevel@NGlobalConsole@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z
archives_formats	01911930	GConsoleSetLevel
archives_formats	019125d0	??0CConsoleVariable@@QAE@ABVCCharString@@AAV1@@Z
archives_formats	01912a40	?GetLevelDir@NResourceDirectoryNames@@YI?AVCWideString@@XZ
archives_formats	019a53f5	??0?$CPersistContext_TransferableVectorOfSubComponents@VCDialogueLayerDef@NSpeechGainManager@@@@QAE@AAV?$vector@VCDialogueLayerDef@NSpeechGainManager@@V?$allocator@VCDialogueLayerDef@NSpeechGainManager@@@std@@@std@@@Z
archives_formats	019a5427	?Size@?$CPersistContext_TransferableVectorOfSubComponents@VCDialogueLayerDef@NSpeechGainManager@@@@EAEJXZ
archives_formats	019a5440	?Resize@?$CPersistContext_TransferableVectorOfSubComponents@VCDialogueLayerDef@NSpeechGainManager@@@@EAEXJ@Z
archives_formats	019a545f	?AreDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCDialogueLayerDef@NSpeechGainManager@@@@EAE_NJ@Z
archives_formats	019a54ab	?SetDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCDialogueLayerDef@NSpeechGainManager@@@@EAEXJ_N@Z
archives_formats	019a550f	?Transfer@?$CPersistContext_TransferableVectorOfSubComponents@VCDialogueLayerDef@NSpeechGainManager@@@@EAEXAAVCPersistContext@@J@Z
archives_formats	019a5544	??0?$CPersistContext_TransferableVector@J@@QAE@AAV?$vector@JV?$allocator@J@std@@@std@@@Z
archives_formats	019a5576	?Size@?$CPersistContext_TransferableVector@J@@EAEJXZ
archives_formats	019a558f	?Resize@?$CPersistContext_TransferableVector@J@@EAEXJ@Z
archives_formats	019a55f8	?TransferIn@?$CPersistContext_TransferableVector@J@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019a5676	?TransferOut@?$CPersistContext_TransferableVector@J@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019a56ee	??0?$CPersistContext_TransferableVector@M@@QAE@AAV?$vector@MV?$allocator@M@std@@@std@@@Z
archives_formats	019a5720	?Size@?$CPersistContext_TransferableVector@M@@EAEJXZ
archives_formats	019a5739	?Resize@?$CPersistContext_TransferableVector@M@@EAEXJ@Z
archives_formats	019a57a7	?TransferIn@?$CPersistContext_TransferableVector@M@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019a585f	?TransferOut@?$CPersistContext_TransferableVector@M@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019a58d7	??0?$CPersistContext_TransferableVector@W4EWeaponClass@@@@QAE@AAV?$vector@W4EWeaponClass@@V?$allocator@W4EWeaponClass@@@std@@@std@@@Z
archives_formats	019a5909	?Size@?$CPersistContext_TransferableVector@W4EWeaponClass@@@@EAEJXZ
archives_formats	019a5922	?Resize@?$CPersistContext_TransferableVector@W4EWeaponClass@@@@EAEXJ@Z
archives_formats	019a598b	?TransferIn@?$CPersistContext_TransferableVector@W4EWeaponClass@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019a5a09	?TransferOut@?$CPersistContext_TransferableVector@W4EWeaponClass@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019a5d6b	??0?$CPersistContext_TransferableVector@VCBrainUpdateZone@@@@QAE@AAV?$vector@VCBrainUpdateZone@@V?$allocator@VCBrainUpdateZone@@@std@@@std@@@Z
archives_formats	019a5d9d	?Size@?$CPersistContext_TransferableVector@VCBrainUpdateZone@@@@EAEJXZ
archives_formats	019a5db6	?Resize@?$CPersistContext_TransferableVector@VCBrainUpdateZone@@@@EAEXJ@Z
archives_formats	019a5e7b	?TransferIn@?$CPersistContext_TransferableVector@VCBrainUpdateZone@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019a6997	?TransferOut@?$CPersistContext_TransferableVector@VCBrainUpdateZone@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019a6b0f	??0?$CPersistContext_TransferableVector@VCBrainBehaviour@@@@QAE@AAV?$vector@VCBrainBehaviour@@V?$allocator@VCBrainBehaviour@@@std@@@std@@@Z
archives_formats	019a6b41	?Size@?$CPersistContext_TransferableVector@VCBrainBehaviour@@@@EAEJXZ
archives_formats	019a6b5a	?Resize@?$CPersistContext_TransferableVector@VCBrainBehaviour@@@@EAEXJ@Z
archives_formats	019a6cb3	?TransferIn@?$CPersistContext_TransferableVector@VCBrainBehaviour@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019a7bdc	?TransferOut@?$CPersistContext_TransferableVector@VCBrainBehaviour@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019a7d50	??0?$CPersistContext_TransferableVector@VCDefString@@@@QAE@AAV?$vector@VCDefString@@V?$allocator@VCDefString@@@std@@@std@@@Z
archives_formats	019a7d82	?Size@?$CPersistContext_TransferableVector@VCDefString@@@@EAEJXZ
archives_formats	019a7d9b	?Resize@?$CPersistContext_TransferableVector@VCDefString@@@@EAEXJ@Z
archives_formats	019a7e04	?TransferIn@?$CPersistContext_TransferableVector@VCDefString@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019a80a2	?TransferOut@?$CPersistContext_TransferableVector@VCDefString@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019a8268	??0?$CPersistContext_TransferableVector@_N@@QAE@AAV?$vector@_NV?$allocator@_N@std@@@std@@@Z
archives_formats	019a829a	?Size@?$CPersistContext_TransferableVector@_N@@EAEJXZ
archives_formats	019a82b3	?Resize@?$CPersistContext_TransferableVector@_N@@EAEXJ@Z
archives_formats	019a831c	?TransferIn@?$CPersistContext_TransferableVector@_N@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019a8af0	?TransferOut@?$CPersistContext_TransferableVector@_N@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019a8bcd	??0?$CPersistContext_TransferableVector@VC2DVector@@@@QAE@AAV?$vector@VC2DVector@@V?$allocator@VC2DVector@@@std@@@std@@@Z
archives_formats	019a8bff	?Size@?$CPersistContext_TransferableVector@VC2DVector@@@@EAEJXZ
archives_formats	019a8c18	?Resize@?$CPersistContext_TransferableVector@VC2DVector@@@@EAEXJ@Z
archives_formats	019a8c92	?TransferIn@?$CPersistContext_TransferableVector@VC2DVector@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019a8d20	?TransferOut@?$CPersistContext_TransferableVector@VC2DVector@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019a8d99	??0?$CPersistContext_TransferableVector@VCRGBColour@@@@QAE@AAV?$vector@VCRGBColour@@V?$allocator@VCRGBColour@@@std@@@std@@@Z
archives_formats	019a8dcb	?Size@?$CPersistContext_TransferableVector@VCRGBColour@@@@EAEJXZ
archives_formats	019a8de4	?Resize@?$CPersistContext_TransferableVector@VCRGBColour@@@@EAEXJ@Z
archives_formats	019a8e8e	?TransferIn@?$CPersistContext_TransferableVector@VCRGBColour@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019a8f12	?TransferOut@?$CPersistContext_TransferableVector@VCRGBColour@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019a8f8a	??0?$CPersistContext_TransferableVectorOfSubComponents@VCQuickAccessItemButtonGuiDef@@@@QAE@AAV?$vector@VCQuickAccessItemButtonGuiDef@@V?$allocator@VCQuickAccessItemButtonGuiDef@@@std@@@std@@@Z
archives_formats	019a8fbc	?Size@?$CPersistContext_TransferableVectorOfSubComponents@VCQuickAccessItemButtonGuiDef@@@@EAEJXZ
archives_formats	019a8fd5	?Resize@?$CPersistContext_TransferableVectorOfSubComponents@VCQuickAccessItemButtonGuiDef@@@@EAEXJ@Z
archives_formats	019a8ff4	?AreDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCQuickAccessItemButtonGuiDef@@@@EAE_NJ@Z
archives_formats	019a901c	?SetDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCQuickAccessItemButtonGuiDef@@@@EAEXJ_N@Z
archives_formats	019a9047	?Transfer@?$CPersistContext_TransferableVectorOfSubComponents@VCQuickAccessItemButtonGuiDef@@@@EAEXAAVCPersistContext@@J@Z
archives_formats	019a907c	??0?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityButtonGuiDef@@@@QAE@AAV?$vector@VCAbilityButtonGuiDef@@V?$allocator@VCAbilityButtonGuiDef@@@std@@@std@@@Z
archives_formats	019a90ae	?Size@?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityButtonGuiDef@@@@EAEJXZ
archives_formats	019a90c7	?Resize@?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityButtonGuiDef@@@@EAEXJ@Z
archives_formats	019a90e6	?AreDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityButtonGuiDef@@@@EAE_NJ@Z
archives_formats	019a910e	?SetDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityButtonGuiDef@@@@EAEXJ_N@Z
archives_formats	019a9139	?Transfer@?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityButtonGuiDef@@@@EAEXAAVCPersistContext@@J@Z
archives_formats	019a916e	??0?$CPersistContext_TransferableVector@K@@QAE@AAV?$vector@KV?$allocator@K@std@@@std@@@Z
archives_formats	019a91a0	?Size@?$CPersistContext_TransferableVector@K@@EAEJXZ
archives_formats	019a91b9	?Resize@?$CPersistContext_TransferableVector@K@@EAEXJ@Z
archives_formats	019a9222	?TransferIn@?$CPersistContext_TransferableVector@K@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019a934f	?TransferOut@?$CPersistContext_TransferableVector@K@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019a9ebf	??0?$CPersistContext_TransferableVectorOfSubComponents@VCLensFlareElementDef@@@@QAE@AAV?$vector@VCLensFlareElementDef@@V?$allocator@VCLensFlareElementDef@@@std@@@std@@@Z
archives_formats	019a9ef1	?Size@?$CPersistContext_TransferableVectorOfSubComponents@VCLensFlareElementDef@@@@EAEJXZ
archives_formats	019a9f0a	?Resize@?$CPersistContext_TransferableVectorOfSubComponents@VCLensFlareElementDef@@@@EAEXJ@Z
archives_formats	019a9f29	?AreDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCLensFlareElementDef@@@@EAE_NJ@Z
archives_formats	019a9f51	?SetDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCLensFlareElementDef@@@@EAEXJ_N@Z
archives_formats	019a9f7c	?Transfer@?$CPersistContext_TransferableVectorOfSubComponents@VCLensFlareElementDef@@@@EAEXAAVCPersistContext@@J@Z
archives_formats	019a9fb1	??0?$CPersistContext_TransferableVectorOfSubComponents@VCEnvironmentThemeDef@@@@QAE@AAV?$vector@VCEnvironmentThemeDef@@V?$allocator@VCEnvironmentThemeDef@@@std@@@std@@@Z
archives_formats	019a9fe3	?Size@?$CPersistContext_TransferableVectorOfSubComponents@VCEnvironmentThemeDef@@@@EAEJXZ
archives_formats	019a9ffc	?Resize@?$CPersistContext_TransferableVectorOfSubComponents@VCEnvironmentThemeDef@@@@EAEXJ@Z
archives_formats	019aa01b	?AreDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCEnvironmentThemeDef@@@@EAE_NJ@Z
archives_formats	019aa043	?SetDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCEnvironmentThemeDef@@@@EAEXJ_N@Z
archives_formats	019aa06e	?Transfer@?$CPersistContext_TransferableVectorOfSubComponents@VCEnvironmentThemeDef@@@@EAEXAAVCPersistContext@@J@Z
archives_formats	019aa0a3	??0?$CPersistContext_TransferableVectorOfSubComponents@VCEngineLocalDetailLayerDef@@@@QAE@AAV?$vector@VCEngineLocalDetailLayerDef@@V?$allocator@VCEngineLocalDetailLayerDef@@@std@@@std@@@Z
archives_formats	019aa0d5	?Size@?$CPersistContext_TransferableVectorOfSubComponents@VCEngineLocalDetailLayerDef@@@@EAEJXZ
archives_formats	019aa0ee	?Resize@?$CPersistContext_TransferableVectorOfSubComponents@VCEngineLocalDetailLayerDef@@@@EAEXJ@Z
archives_formats	019aa10d	?AreDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCEngineLocalDetailLayerDef@@@@EAE_NJ@Z
archives_formats	019aa135	?SetDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCEngineLocalDetailLayerDef@@@@EAEXJ_N@Z
archives_formats	019aa160	?Transfer@?$CPersistContext_TransferableVectorOfSubComponents@VCEngineLocalDetailLayerDef@@@@EAEXAAVCPersistContext@@J@Z
archives_formats	019aa225	??0?$CPersistContext_TransferableVector@W4ECreatureGeneratorGenerateType@@@@QAE@AAV?$vector@W4ECreatureGeneratorGenerateType@@V?$allocator@W4ECreatureGeneratorGenerateType@@@std@@@std@@@Z
archives_formats	019aa257	?Size@?$CPersistContext_TransferableVector@W4ECreatureGeneratorGenerateType@@@@EAEJXZ
archives_formats	019aa270	?Resize@?$CPersistContext_TransferableVector@W4ECreatureGeneratorGenerateType@@@@EAEXJ@Z
archives_formats	019aa2d9	?TransferIn@?$CPersistContext_TransferableVector@W4ECreatureGeneratorGenerateType@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019aa357	?TransferOut@?$CPersistContext_TransferableVector@W4ECreatureGeneratorGenerateType@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019aa652	??0?$CPersistContext_TransferableVectorOfSubComponents@VCAppearanceModifierScalingDef@@@@QAE@AAV?$vector@VCAppearanceModifierScalingDef@@V?$allocator@VCAppearanceModifierScalingDef@@@std@@@std@@@Z
archives_formats	019aa684	?Size@?$CPersistContext_TransferableVectorOfSubComponents@VCAppearanceModifierScalingDef@@@@EAEJXZ
archives_formats	019aa69d	?Resize@?$CPersistContext_TransferableVectorOfSubComponents@VCAppearanceModifierScalingDef@@@@EAEXJ@Z
archives_formats	019aa6bc	?AreDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCAppearanceModifierScalingDef@@@@EAE_NJ@Z
archives_formats	019aa6e4	?SetDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCAppearanceModifierScalingDef@@@@EAEXJ_N@Z
archives_formats	019aa70f	?Transfer@?$CPersistContext_TransferableVectorOfSubComponents@VCAppearanceModifierScalingDef@@@@EAEXAAVCPersistContext@@J@Z
archives_formats	019aa744	??0?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityTrackDef@@@@QAE@AAV?$vector@VCAbilityTrackDef@@V?$allocator@VCAbilityTrackDef@@@std@@@std@@@Z
archives_formats	019aa776	?Size@?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityTrackDef@@@@EAEJXZ
archives_formats	019aa78f	?Resize@?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityTrackDef@@@@EAEXJ@Z
archives_formats	019aa7ae	?AreDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityTrackDef@@@@EAE_NJ@Z
archives_formats	019aa7d6	?SetDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityTrackDef@@@@EAEXJ_N@Z
archives_formats	019aa801	?Transfer@?$CPersistContext_TransferableVectorOfSubComponents@VCAbilityTrackDef@@@@EAEXAAVCPersistContext@@J@Z
archives_formats	019aa836	??0?$CPersistContext_TransferableVector@VCEntry@CTextureReplacementDef@@@@QAE@AAV?$vector@VCEntry@CTextureReplacementDef@@V?$allocator@VCEntry@CTextureReplacementDef@@@std@@@std@@@Z
archives_formats	019aa868	?Size@?$CPersistContext_TransferableVector@VCEntry@CTextureReplacementDef@@@@EAEJXZ
archives_formats	019aa881	?Resize@?$CPersistContext_TransferableVector@VCEntry@CTextureReplacementDef@@@@EAEXJ@Z
archives_formats	019aa93e	?TransferIn@?$CPersistContext_TransferableVector@VCEntry@CTextureReplacementDef@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019ab20c	?TransferOut@?$CPersistContext_TransferableVector@VCEntry@CTextureReplacementDef@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019abcb1	??0?$CPersistContext_TransferableVectorOfSubComponents@VCOpinionDeedReactionDef@@@@QAE@AAV?$vector@VCOpinionDeedReactionDef@@V?$allocator@VCOpinionDeedReactionDef@@@std@@@std@@@Z
archives_formats	019abce3	?Size@?$CPersistContext_TransferableVectorOfSubComponents@VCOpinionDeedReactionDef@@@@EAEJXZ
archives_formats	019abcfc	?Resize@?$CPersistContext_TransferableVectorOfSubComponents@VCOpinionDeedReactionDef@@@@EAEXJ@Z
archives_formats	019abd1b	?AreDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCOpinionDeedReactionDef@@@@EAE_NJ@Z
archives_formats	019abd43	?SetDefaultValsApplied@?$CPersistContext_TransferableVectorOfSubComponents@VCOpinionDeedReactionDef@@@@EAEXJ_N@Z
archives_formats	019abd6e	?Transfer@?$CPersistContext_TransferableVectorOfSubComponents@VCOpinionDeedReactionDef@@@@EAEXAAVCPersistContext@@J@Z
archives_formats	019ae1e3	??0?$CPersistContext_TransferableVector@VCSoundBankEntry@@@@QAE@AAV?$vector@VCSoundBankEntry@@V?$allocator@VCSoundBankEntry@@@std@@@std@@@Z
archives_formats	019ae215	?Size@?$CPersistContext_TransferableVector@VCSoundBankEntry@@@@EAEJXZ
archives_formats	019ae22e	?Resize@?$CPersistContext_TransferableVector@VCSoundBankEntry@@@@EAEXJ@Z
archives_formats	019ae30c	?TransferIn@?$CPersistContext_TransferableVector@VCSoundBankEntry@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019af0ec	?TransferOut@?$CPersistContext_TransferableVector@VCSoundBankEntry@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019af2e8	??0?$CPersistContext_TransferableVector@VCAtmosBankEntry@@@@QAE@AAV?$vector@VCAtmosBankEntry@@V?$allocator@VCAtmosBankEntry@@@std@@@std@@@Z
archives_formats	019af31a	?Size@?$CPersistContext_TransferableVector@VCAtmosBankEntry@@@@EAEJXZ
archives_formats	019af333	?Resize@?$CPersistContext_TransferableVector@VCAtmosBankEntry@@@@EAEXJ@Z
archives_formats	019af3e9	?TransferIn@?$CPersistContext_TransferableVector@VCAtmosBankEntry@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019af9b8	?TransferOut@?$CPersistContext_TransferableVector@VCAtmosBankEntry@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019afbb8	??0?$CPersistContext_TransferableVector@VCMusicEntry@@@@QAE@AAV?$vector@VCMusicEntry@@V?$allocator@VCMusicEntry@@@std@@@std@@@Z
archives_formats	019afbea	?Size@?$CPersistContext_TransferableVector@VCMusicEntry@@@@EAEJXZ
archives_formats	019afc03	?Resize@?$CPersistContext_TransferableVector@VCMusicEntry@@@@EAEXJ@Z
archives_formats	019afcd8	?TransferIn@?$CPersistContext_TransferableVector@VCMusicEntry@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019b089d	?TransferOut@?$CPersistContext_TransferableVector@VCMusicEntry@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019b0a9d	??0?$CPersistContext_TransferableVector@VCMusicSetEntry@@@@QAE@AAV?$vector@VCMusicSetEntry@@V?$allocator@VCMusicSetEntry@@@std@@@std@@@Z
archives_formats	019b0acf	?Size@?$CPersistContext_TransferableVector@VCMusicSetEntry@@@@EAEJXZ
archives_formats	019b0ae8	?Resize@?$CPersistContext_TransferableVector@VCMusicSetEntry@@@@EAEXJ@Z
archives_formats	019b0ba4	?TransferIn@?$CPersistContext_TransferableVector@VCMusicSetEntry@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019b13d6	?TransferOut@?$CPersistContext_TransferableVector@VCMusicSetEntry@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019b15d6	??0?$CPersistContext_TransferableVector@VCReverbEnvironmentEntry@@@@QAE@AAV?$vector@VCReverbEnvironmentEntry@@V?$allocator@VCReverbEnvironmentEntry@@@std@@@std@@@Z
archives_formats	019b1608	?Size@?$CPersistContext_TransferableVector@VCReverbEnvironmentEntry@@@@EAEJXZ
archives_formats	019b1621	?Resize@?$CPersistContext_TransferableVector@VCReverbEnvironmentEntry@@@@EAEXJ@Z
archives_formats	019b16ff	?TransferIn@?$CPersistContext_TransferableVector@VCReverbEnvironmentEntry@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019b1cbb	?TransferOut@?$CPersistContext_TransferableVector@VCReverbEnvironmentEntry@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019b1ebb	??0?$CPersistContext_TransferableVector@VCObjectFamilyEntry@@@@QAE@AAV?$vector@VCObjectFamilyEntry@@V?$allocator@VCObjectFamilyEntry@@@std@@@std@@@Z
archives_formats	019b1eed	?Size@?$CPersistContext_TransferableVector@VCObjectFamilyEntry@@@@EAEJXZ
archives_formats	019b1f06	?Resize@?$CPersistContext_TransferableVector@VCObjectFamilyEntry@@@@EAEXJ@Z
archives_formats	019b1f9e	?TransferIn@?$CPersistContext_TransferableVector@VCObjectFamilyEntry@@@@EAEXAAVCPersistContext@@AAVCStringParser@@J@Z
archives_formats	019b22ca	?TransferOut@?$CPersistContext_TransferableVector@VCObjectFamilyEntry@@@@EAEXAAVCPersistContext@@AAVCCharString@@J@Z
archives_formats	019b2a12	??0?$CPersistContext_TransferableVector@W4EActionRegisteredType@@@@QAE@AAV?$vector@W4EActionRegisteredType@@V?$allocator@W4EActionRegisteredType@@@std@@@std@@@Z
archives_formats	019b2a44	?Size@?$CPersistContext_TransferableVector@W4EActionRegisteredType@@@@EAEJXZ
