address	name	module	calling_convention	return_type	parameter_count	parameter_types	evidence
0042daa0	CDefClassBase::GetPSubDefInfoMap	CDefClassBase	__thiscall	CVectorMap<ulong,CDefClassBase::CSubDefInfo,CKeyPairCompareLess<ulong,CDefClassBase::CSubDefInfo> > *	1	CDefClassBase *	VC7.1 undname: public: virtual class CVectorMap<unsigned long,class CDefClassBase::CSubDefInfo,class CKeyPairCompareLess<unsigned long,class CDefClassBase::CSubDefInfo> > * __thiscall CDefClassBase::GetPSubDefInfoMap(void)
0042dc5c	CNewFrontendGameComponent::ChangeTextureColourDepth	CNewFrontendGameComponent	__thiscall	void	2	CNewFrontendGameComponent *,long	VC7.1 undname: public: virtual void __thiscall CNewFrontendGameComponent::ChangeTextureColourDepth(long)
0042dc5f	CNewFrontendGameComponent::OnPreDeviceReset	CNewFrontendGameComponent	__thiscall	void	1	CNewFrontendGameComponent *	VC7.1 undname: public: virtual void __thiscall CNewFrontendGameComponent::OnPreDeviceReset(void)
0042dc60	CNewFrontendGameComponent::OnPostDeviceReset	CNewFrontendGameComponent	__thiscall	bool	1	CNewFrontendGameComponent *	VC7.1 undname: public: virtual bool __thiscall CNewFrontendGameComponent::OnPostDeviceReset(void)
0042ec7c	CNewFrontendGameComponent::Run	CNewFrontendGameComponent	__thiscall	bool	2	CNewFrontendGameComponent *,CGameComponent * *	VC7.1 undname: public: virtual bool __thiscall CNewFrontendGameComponent::Run(class CGameComponent * *)
0042f75e	CNewFrontendGameComponent::Init	CNewFrontendGameComponent	__thiscall	void	1	CNewFrontendGameComponent *	VC7.1 undname: public: virtual void __thiscall CNewFrontendGameComponent::Init(void)
00430340	CNewFrontendGameComponent::SetQuit	CNewFrontendGameComponent	__thiscall	void	1	CNewFrontendGameComponent *	VC7.1 undname: public: virtual void __thiscall CNewFrontendGameComponent::SetQuit(void)
004303b0	CParentDefClassBase::GetInstantiationName	CParentDefClassBase	__thiscall	CDefString	1	CParentDefClassBase *	VC7.1 undname: public: virtual class CDefString __thiscall CParentDefClassBase::GetInstantiationName(void)const
004303c0	CParentDefClassBase::SetInstantiationName	CParentDefClassBase	__thiscall	void	2	CParentDefClassBase *,CDefString	VC7.1 undname: public: virtual void __thiscall CParentDefClassBase::SetInstantiationName(class CDefString)
004303d0	CParentDefClassBase::IsParentDef	CParentDefClassBase	__thiscall	bool	1	CParentDefClassBase *	VC7.1 undname: public: virtual bool __thiscall CParentDefClassBase::IsParentDef(void)const
004303e0	CParentDefClassBase::GetPSubDefInfoMap	CParentDefClassBase	__thiscall	CVectorMap<ulong,CDefClassBase::CSubDefInfo,CKeyPairCompareLess<ulong,CDefClassBase::CSubDefInfo> > *	1	CParentDefClassBase *	VC7.1 undname: public: virtual class CVectorMap<unsigned long,class CDefClassBase::CSubDefInfo,class CKeyPairCompareLess<unsigned long,class CDefClassBase::CSubDefInfo> > * __thiscall CParentDefClassBase::GetPSubDefInfoMap(void)
00430470	CControlsDef::GetSizeofClass	CControlsDef	__thiscall	ulong	1	CControlsDef *	VC7.1 undname: public: virtual unsigned long __thiscall CControlsDef::GetSizeofClass(void)
00431e30	CFrontEndDef::GetSizeofClass	CFrontEndDef	__thiscall	ulong	1	CFrontEndDef *	VC7.1 undname: public: virtual unsigned long __thiscall CFrontEndDef::GetSizeofClass(void)
00431e70	CControlsDef::Copy	CControlsDef	__thiscall	void	2	CControlsDef *,CDefClassBase const *	VC7.1 undname: public: virtual void __thiscall CControlsDef::Copy(class CDefClassBase const *)
0043368b	CStartupDefinitionManager::InitAndCompile	CStartupDefinitionManager	__thiscall	void	1	CStartupDefinitionManager *	VC7.1 undname: public: virtual void __thiscall CStartupDefinitionManager::InitAndCompile(void)
00433fd0	CEngineDef::GetSizeofClass	CEngineDef	__thiscall	ulong	1	CEngineDef *	VC7.1 undname: public: virtual unsigned long __thiscall CEngineDef::GetSizeofClass(void)
00434110	CEngineVideoOptionsDef::GetSizeofClass	CEngineVideoOptionsDef	__thiscall	ulong	1	CEngineVideoOptionsDef *	VC7.1 undname: public: virtual unsigned long __thiscall CEngineVideoOptionsDef::GetSizeofClass(void)
00434280	CConfigOptionsDefaultsDef::GetSizeofClass	CConfigOptionsDefaultsDef	__thiscall	ulong	1	CConfigOptionsDefaultsDef *	VC7.1 undname: public: virtual unsigned long __thiscall CConfigOptionsDefaultsDef::GetSizeofClass(void)
00434360	CEngineDef::Copy	CEngineDef	__thiscall	void	2	CEngineDef *,CDefClassBase const *	VC7.1 undname: public: virtual void __thiscall CEngineDef::Copy(class CDefClassBase const *)
00445620	CInputTypeXboxPadButtonEvent::GetType	CInputTypeXboxPadButtonEvent	__thiscall	NControlSystem::EInputType	1	CInputTypeXboxPadButtonEvent *	VC7.1 undname: public: virtual enum NControlSystem::EInputType __thiscall CInputTypeXboxPadButtonEvent::GetType(void)const
00445630	CInputTypeXboxPadButtonEvent::IsInputTypeWithButton	CInputTypeXboxPadButtonEvent	__thiscall	bool	2	CInputTypeXboxPadButtonEvent *,EXboxControllerButton	VC7.1 undname: public: virtual bool __thiscall CInputTypeXboxPadButtonEvent::IsInputTypeWithButton(enum EXboxControllerButton)const
00445650	CInputTypeXboxPadButtonEvent::IsInputTypeWithMouseButton	CInputTypeXboxPadButtonEvent	__thiscall	bool	2	CInputTypeXboxPadButtonEvent *,EMouseButtonControl	VC7.1 undname: public: virtual bool __thiscall CInputTypeXboxPadButtonEvent::IsInputTypeWithMouseButton(enum EMouseButtonControl)const
00445670	CInputTypeXboxPadLeftStickEvent::GetType	CInputTypeXboxPadLeftStickEvent	__thiscall	NControlSystem::EInputType	1	CInputTypeXboxPadLeftStickEvent *	VC7.1 undname: public: virtual enum NControlSystem::EInputType __thiscall CInputTypeXboxPadLeftStickEvent::GetType(void)const
00445680	CInputTypeXboxPadLeftStickEvent::IsInputTypeWithButton	CInputTypeXboxPadLeftStickEvent	__thiscall	bool	2	CInputTypeXboxPadLeftStickEvent *,EXboxControllerButton	VC7.1 undname: public: virtual bool __thiscall CInputTypeXboxPadLeftStickEvent::IsInputTypeWithButton(enum EXboxControllerButton)const
00445690	CInputTypeXboxPadLeftStickEvent::IsInputTypeWithMouseButton	CInputTypeXboxPadLeftStickEvent	__thiscall	bool	2	CInputTypeXboxPadLeftStickEvent *,EMouseButtonControl	VC7.1 undname: public: virtual bool __thiscall CInputTypeXboxPadLeftStickEvent::IsInputTypeWithMouseButton(enum EMouseButtonControl)const
004456b0	CInputTypeXboxPadRightStickEvent::GetType	CInputTypeXboxPadRightStickEvent	__thiscall	NControlSystem::EInputType	1	CInputTypeXboxPadRightStickEvent *	VC7.1 undname: public: virtual enum NControlSystem::EInputType __thiscall CInputTypeXboxPadRightStickEvent::GetType(void)const
004456c0	CInputTypeXboxPadRightStickEvent::IsInputTypeWithButton	CInputTypeXboxPadRightStickEvent	__thiscall	bool	2	CInputTypeXboxPadRightStickEvent *,EXboxControllerButton	VC7.1 undname: public: virtual bool __thiscall CInputTypeXboxPadRightStickEvent::IsInputTypeWithButton(enum EXboxControllerButton)const
004456d0	CInputTypeXboxPadRightStickEvent::IsInputTypeWithMouseButton	CInputTypeXboxPadRightStickEvent	__thiscall	bool	2	CInputTypeXboxPadRightStickEvent *,EMouseButtonControl	VC7.1 undname: public: virtual bool __thiscall CInputTypeXboxPadRightStickEvent::IsInputTypeWithMouseButton(enum EMouseButtonControl)const
004456f0	CInputTypeMouseMovementEvent::GetType	CInputTypeMouseMovementEvent	__thiscall	NControlSystem::EInputType	1	CInputTypeMouseMovementEvent *	VC7.1 undname: public: virtual enum NControlSystem::EInputType __thiscall CInputTypeMouseMovementEvent::GetType(void)const
00445700	CInputTypeMouseMovementEvent::IsInputTypeWithButton	CInputTypeMouseMovementEvent	__thiscall	bool	2	CInputTypeMouseMovementEvent *,EXboxControllerButton	VC7.1 undname: public: virtual bool __thiscall CInputTypeMouseMovementEvent::IsInputTypeWithButton(enum EXboxControllerButton)const
00445710	CInputTypeMouseMovementEvent::IsInputTypeWithMouseButton	CInputTypeMouseMovementEvent	__thiscall	bool	2	CInputTypeMouseMovementEvent *,EMouseButtonControl	VC7.1 undname: public: virtual bool __thiscall CInputTypeMouseMovementEvent::IsInputTypeWithMouseButton(enum EMouseButtonControl)const
00445730	CInputTypeMouseWheelMovementEvent::GetType	CInputTypeMouseWheelMovementEvent	__thiscall	NControlSystem::EInputType	1	CInputTypeMouseWheelMovementEvent *	VC7.1 undname: public: virtual enum NControlSystem::EInputType __thiscall CInputTypeMouseWheelMovementEvent::GetType(void)const
00445740	CInputTypeMouseWheelMovementEvent::IsInputTypeWithButton	CInputTypeMouseWheelMovementEvent	__thiscall	bool	2	CInputTypeMouseWheelMovementEvent *,EXboxControllerButton	VC7.1 undname: public: virtual bool __thiscall CInputTypeMouseWheelMovementEvent::IsInputTypeWithButton(enum EXboxControllerButton)const
00445750	CInputTypeMouseWheelMovementEvent::IsInputTypeWithMouseButton	CInputTypeMouseWheelMovementEvent	__thiscall	bool	2	CInputTypeMouseWheelMovementEvent *,EMouseButtonControl	VC7.1 undname: public: virtual bool __thiscall CInputTypeMouseWheelMovementEvent::IsInputTypeWithMouseButton(enum EMouseButtonControl)const
00445770	CInputTypeMouseWheelMovementUpEvent::GetType	CInputTypeMouseWheelMovementUpEvent	__thiscall	NControlSystem::EInputType	1	CInputTypeMouseWheelMovementUpEvent *	VC7.1 undname: public: virtual enum NControlSystem::EInputType __thiscall CInputTypeMouseWheelMovementUpEvent::GetType(void)const
00445780	CInputTypeMouseWheelMovementUpEvent::IsInputTypeWithButton	CInputTypeMouseWheelMovementUpEvent	__thiscall	bool	2	CInputTypeMouseWheelMovementUpEvent *,EXboxControllerButton	VC7.1 undname: public: virtual bool __thiscall CInputTypeMouseWheelMovementUpEvent::IsInputTypeWithButton(enum EXboxControllerButton)const
00445790	CInputTypeMouseWheelMovementUpEvent::IsInputTypeWithMouseButton	CInputTypeMouseWheelMovementUpEvent	__thiscall	bool	2	CInputTypeMouseWheelMovementUpEvent *,EMouseButtonControl	VC7.1 undname: public: virtual bool __thiscall CInputTypeMouseWheelMovementUpEvent::IsInputTypeWithMouseButton(enum EMouseButtonControl)const
004457b0	CInputTypeMouseWheelMovementDownEvent::GetType	CInputTypeMouseWheelMovementDownEvent	__thiscall	NControlSystem::EInputType	1	CInputTypeMouseWheelMovementDownEvent *	VC7.1 undname: public: virtual enum NControlSystem::EInputType __thiscall CInputTypeMouseWheelMovementDownEvent::GetType(void)const
004457c0	CInputTypeMouseWheelMovementDownEvent::IsInputTypeWithButton	CInputTypeMouseWheelMovementDownEvent	__thiscall	bool	2	CInputTypeMouseWheelMovementDownEvent *,EXboxControllerButton	VC7.1 undname: public: virtual bool __thiscall CInputTypeMouseWheelMovementDownEvent::IsInputTypeWithButton(enum EXboxControllerButton)const
004457d0	CInputTypeMouseWheelMovementDownEvent::IsInputTypeWithMouseButton	CInputTypeMouseWheelMovementDownEvent	__thiscall	bool	2	CInputTypeMouseWheelMovementDownEvent *,EMouseButtonControl	VC7.1 undname: public: virtual bool __thiscall CInputTypeMouseWheelMovementDownEvent::IsInputTypeWithMouseButton(enum EMouseButtonControl)const
004479f0	CInputTypeKeyboardKeyEvent::GetType	CInputTypeKeyboardKeyEvent	__thiscall	NControlSystem::EInputType	1	CInputTypeKeyboardKeyEvent *	VC7.1 undname: public: virtual enum NControlSystem::EInputType __thiscall CInputTypeKeyboardKeyEvent::GetType(void)const
00447a00	CInputTypeKeyboardKeyEvent::IsInputTypeWithButton	CInputTypeKeyboardKeyEvent	__thiscall	bool	2	CInputTypeKeyboardKeyEvent *,EXboxControllerButton	VC7.1 undname: public: virtual bool __thiscall CInputTypeKeyboardKeyEvent::IsInputTypeWithButton(enum EXboxControllerButton)const
00447a10	CInputTypeKeyboardKeyEvent::IsInputTypeWithMouseButton	CInputTypeKeyboardKeyEvent	__thiscall	bool	2	CInputTypeKeyboardKeyEvent *,EMouseButtonControl	VC7.1 undname: public: virtual bool __thiscall CInputTypeKeyboardKeyEvent::IsInputTypeWithMouseButton(enum EMouseButtonControl)const
0044c12f	CInventoryItemDef::GetSizeofClass	CInventoryItemDef	__thiscall	ulong	1	CInventoryItemDef *	VC7.1 undname: public: virtual unsigned long __thiscall CInventoryItemDef::GetSizeofClass(void)
0044c158	CPhysicsDef::GetSizeofClass	CPhysicsDef	__thiscall	ulong	1	CPhysicsDef *	VC7.1 undname: public: virtual unsigned long __thiscall CPhysicsDef::GetSizeofClass(void)
0044c1cd	CTCNoiseDef::GetSizeofClass	CTCNoiseDef	__thiscall	ulong	1	CTCNoiseDef *	VC7.1 undname: public: virtual unsigned long __thiscall CTCNoiseDef::GetSizeofClass(void)
0044c1f6	CCarrySlotDef::GetSizeofClass	CCarrySlotDef	__thiscall	ulong	1	CCarrySlotDef *	VC7.1 undname: public: virtual unsigned long __thiscall CCarrySlotDef::GetSizeofClass(void)
0044c229	CSmashableDef::GetSizeofClass	CSmashableDef	__thiscall	ulong	1	CSmashableDef *	VC7.1 undname: public: virtual unsigned long __thiscall CSmashableDef::GetSizeofClass(void)
0044c269	CActionUseDef::GetSizeofClass	CActionUseDef	__thiscall	ulong	1	CActionUseDef *	VC7.1 undname: public: virtual unsigned long __thiscall CActionUseDef::GetSizeofClass(void)
0044c2e2	CHeroMarriageDef::GetSizeofClass	CHeroMarriageDef	__thiscall	ulong	1	CHeroMarriageDef *	VC7.1 undname: public: virtual unsigned long __thiscall CHeroMarriageDef::GetSizeofClass(void)
0044c313	CSpecialAbilitiesDrainLifeDataDef::GetSizeofClass	CSpecialAbilitiesDrainLifeDataDef	__thiscall	ulong	1	CSpecialAbilitiesDrainLifeDataDef *	VC7.1 undname: public: virtual unsigned long __thiscall CSpecialAbilitiesDrainLifeDataDef::GetSizeofClass(void)
0044c329	CSpecialAbilitiesForcePushDataDef::GetSizeofClass	CSpecialAbilitiesForcePushDataDef	__thiscall	ulong	1	CSpecialAbilitiesForcePushDataDef *	VC7.1 undname: public: virtual unsigned long __thiscall CSpecialAbilitiesForcePushDataDef::GetSizeofClass(void)
0044c33f	CCreatureStatsDef::GetSizeofClass	CCreatureStatsDef	__thiscall	ulong	1	CCreatureStatsDef *	VC7.1 undname: public: virtual unsigned long __thiscall CCreatureStatsDef::GetSizeofClass(void)
0044c364	CCoopSpiritDef::GetSizeofClass	CCoopSpiritDef	__thiscall	ulong	1	CCoopSpiritDef *	VC7.1 undname: public: virtual unsigned long __thiscall CCoopSpiritDef::GetSizeofClass(void)
0044c37a	CContextSensitiveItemDef::GetSizeofClass	CContextSensitiveItemDef	__thiscall	ulong	1	CContextSensitiveItemDef *	VC7.1 undname: public: virtual unsigned long __thiscall CContextSensitiveItemDef::GetSizeofClass(void)
0044c390	CBonusItemDef::GetSizeofClass	CBonusItemDef	__thiscall	ulong	1	CBonusItemDef *	VC7.1 undname: public: virtual unsigned long __thiscall CBonusItemDef::GetSizeofClass(void)
0044c3a6	CHeroTitleDef::GetSizeofClass	CHeroTitleDef	__thiscall	ulong	1	CHeroTitleDef *	VC7.1 undname: public: virtual unsigned long __thiscall CHeroTitleDef::GetSizeofClass(void)
0044c3d4	CTattooDef::GetSizeofClass	CTattooDef	__thiscall	ulong	1	CTattooDef *	VC7.1 undname: public: virtual unsigned long __thiscall CTattooDef::GetSizeofClass(void)
0044c3ea	CHairCardDef::GetSizeofClass	CHairCardDef	__thiscall	ulong	1	CHairCardDef *	VC7.1 undname: public: virtual unsigned long __thiscall CHairCardDef::GetSizeofClass(void)
0044c41e	CCombatAbilityData::TransferBinaryOut	CCombatAbilityData	__thiscall	void	3	CCombatAbilityData *,CDataOutputStream &,CCombatAbilityData const &	VC7.1 undname: public: virtual void __thiscall CCombatAbilityData::TransferBinaryOut(class CDataOutputStream &,class CCombatAbilityData const &)const
0044c45b	CCombatAbilityData::GetCombatAbilityDataType	CCombatAbilityData	__thiscall	ECombatAbilityDataType	1	CCombatAbilityData *	VC7.1 undname: public: virtual enum ECombatAbilityDataType __thiscall CCombatAbilityData::GetCombatAbilityDataType(void)const
0044c4a0	CCombatAbilityMeleeAttackData::GetCombatAbilityDataType	CCombatAbilityMeleeAttackData	__thiscall	ECombatAbilityDataType	1	CCombatAbilityMeleeAttackData *	VC7.1 undname: public: virtual enum ECombatAbilityDataType __thiscall CCombatAbilityMeleeAttackData::GetCombatAbilityDataType(void)const
0044c4ca	CCombatAbilityStrafingData::GetCombatAbilityDataType	CCombatAbilityStrafingData	__thiscall	ECombatAbilityDataType	1	CCombatAbilityStrafingData *	VC7.1 undname: public: virtual enum ECombatAbilityDataType __thiscall CCombatAbilityStrafingData::GetCombatAbilityDataType(void)const
0044c4f8	CCombatAbilityProjectileAttackData::GetCombatAbilityDataType	CCombatAbilityProjectileAttackData	__thiscall	ECombatAbilityDataType	1	CCombatAbilityProjectileAttackData *	VC7.1 undname: public: virtual enum ECombatAbilityDataType __thiscall CCombatAbilityProjectileAttackData::GetCombatAbilityDataType(void)const
0044c549	CCombatAbilityBlockCounterAttackDef::GetSizeofClass	CCombatAbilityBlockCounterAttackDef	__thiscall	ulong	1	CCombatAbilityBlockCounterAttackDef *	VC7.1 undname: public: virtual unsigned long __thiscall CCombatAbilityBlockCounterAttackDef::GetSizeofClass(void)
0044c561	CCombatAbilityFlourishCounterAttackDef::GetSizeofClass	CCombatAbilityFlourishCounterAttackDef	__thiscall	ulong	1	CCombatAbilityFlourishCounterAttackDef *	VC7.1 undname: public: virtual unsigned long __thiscall CCombatAbilityFlourishCounterAttackDef::GetSizeofClass(void)
0044c579	CCombatAbilityGetHitCounterAttackDef::GetSizeofClass	CCombatAbilityGetHitCounterAttackDef	__thiscall	ulong	1	CCombatAbilityGetHitCounterAttackDef *	VC7.1 undname: public: virtual unsigned long __thiscall CCombatAbilityGetHitCounterAttackDef::GetSizeofClass(void)
0044c599	CCombatAbilityStrafeDef::GetSizeofClass	CCombatAbilityStrafeDef	__thiscall	ulong	1	CCombatAbilityStrafeDef *	VC7.1 undname: public: virtual unsigned long __thiscall CCombatAbilityStrafeDef::GetSizeofClass(void)
0044c5b9	CCombatAbilityUseProjectileWeaponDef::GetSizeofClass	CCombatAbilityUseProjectileWeaponDef	__thiscall	ulong	1	CCombatAbilityUseProjectileWeaponDef *	VC7.1 undname: public: virtual unsigned long __thiscall CCombatAbilityUseProjectileWeaponDef::GetSizeofClass(void)
0044c5cf	CDragonActionSwoopDef::GetSizeofClass	CDragonActionSwoopDef	__thiscall	ulong	1	CDragonActionSwoopDef *	VC7.1 undname: public: virtual unsigned long __thiscall CDragonActionSwoopDef::GetSizeofClass(void)
0044c5e5	CDragonActionNapalmDef::GetSizeofClass	CDragonActionNapalmDef	__thiscall	ulong	1	CDragonActionNapalmDef *	VC7.1 undname: public: virtual unsigned long __thiscall CDragonActionNapalmDef::GetSizeofClass(void)
0044c5fb	CDragonActionHoverDef::GetSizeofClass	CDragonActionHoverDef	__thiscall	ulong	1	CDragonActionHoverDef *	VC7.1 undname: public: virtual unsigned long __thiscall CDragonActionHoverDef::GetSizeofClass(void)
0044c611	CAugmentationDef::GetSizeofClass	CAugmentationDef	__thiscall	ulong	1	CAugmentationDef *	VC7.1 undname: public: virtual unsigned long __thiscall CAugmentationDef::GetSizeofClass(void)
0044c627	CAbilityDef::GetSizeofClass	CAbilityDef	__thiscall	ulong	1	CAbilityDef *	VC7.1 undname: public: virtual unsigned long __thiscall CAbilityDef::GetSizeofClass(void)
0044c63d	CJackDragonDef::GetSizeofClass	CJackDragonDef	__thiscall	ulong	1	CJackDragonDef *	VC7.1 undname: public: virtual unsigned long __thiscall CJackDragonDef::GetSizeofClass(void)
0044c653	CBriarRoseDef::GetSizeofClass	CBriarRoseDef	__thiscall	ulong	1	CBriarRoseDef *	VC7.1 undname: public: virtual unsigned long __thiscall CBriarRoseDef::GetSizeofClass(void)
0044c669	CSnowTrollDef::GetSizeofClass	CSnowTrollDef	__thiscall	ulong	1	CSnowTrollDef *	VC7.1 undname: public: virtual unsigned long __thiscall CSnowTrollDef::GetSizeofClass(void)
0044c67f	CGuildMasterDef::GetSizeofClass	CGuildMasterDef	__thiscall	ulong	1	CGuildMasterDef *	VC7.1 undname: public: virtual unsigned long __thiscall CGuildMasterDef::GetSizeofClass(void)
0044c695	CSummonerDef::GetSizeofClass	CSummonerDef	__thiscall	ulong	1	CSummonerDef *	VC7.1 undname: public: virtual unsigned long __thiscall CSummonerDef::GetSizeofClass(void)
0044c6ab	CExplosiveTrailDef::GetSizeofClass	CExplosiveTrailDef	__thiscall	ulong	1	CExplosiveTrailDef *	VC7.1 undname: public: virtual unsigned long __thiscall CExplosiveTrailDef::GetSizeofClass(void)
0044f619	CThingMultiArrowShotDef::GetSizeofClass	CThingMultiArrowShotDef	__thiscall	ulong	1	CThingMultiArrowShotDef *	VC7.1 undname: public: virtual unsigned long __thiscall CThingMultiArrowShotDef::GetSizeofClass(void)
00452593	CSpecialAbilitiesDrainLifeDataDef::Transfer	CSpecialAbilitiesDrainLifeDataDef	__thiscall	void	2	CSpecialAbilitiesDrainLifeDataDef *,CPersistContext &	VC7.1 undname: public: virtual void __thiscall CSpecialAbilitiesDrainLifeDataDef::Transfer(class CPersistContext &)
004525a3	CSpecialAbilitiesForcePushDataDef::Transfer	CSpecialAbilitiesForcePushDataDef	__thiscall	void	2	CSpecialAbilitiesForcePushDataDef *,CPersistContext &	VC7.1 undname: public: virtual void __thiscall CSpecialAbilitiesForcePushDataDef::Transfer(class CPersistContext &)
004525e3	CVillagePeopleDef::GetSizeofClass	CVillagePeopleDef	__thiscall	ulong	1	CVillagePeopleDef *	VC7.1 undname: public: virtual unsigned long __thiscall CVillagePeopleDef::GetSizeofClass(void)
0045266b	CHitLocationsDef::GetSizeofClass	CHitLocationsDef	__thiscall	ulong	1	CHitLocationsDef *	VC7.1 undname: public: virtual unsigned long __thiscall CHitLocationsDef::GetSizeofClass(void)
